index,Date,LandAvg_temp,LandAvg_temp_Uncer,LandMax_temp,LandMax_tempUncer,LandMin_temp,LandMin_tempUncer,LandOceanAvg_temp,LandOceanAvg_tempUncer
674,1956-03-01,4.89,0.11,10.84,0.11,-1.03,0.15,14.23,0.07
675,1956-04-01,7.92,0.14,13.85,0.17,2.04,0.22,15.03,0.08
676,1956-05-01,10.72,0.2,16.73,0.2,5.08,0.24,15.82,0.09
677,1956-06-01,13.16,0.09,18.94,0.2,7.31,0.19,16.47,0.08
678,1956-07-01,14.18,0.09,19.95,0.12,8.6,0.13,16.83,0.08
679,1956-08-01,13.19,0.08,18.97,0.12,7.51,0.23,16.61,0.07
680,1956-09-01,11.78,0.14,17.5,0.17,5.87,0.22,16.09,0.08
681,1956-10-01,8.93,0.09,14.67,0.15,3.17,0.18,15.16,0.07
682,1956-11-01,5.74,0.13,11.41,0.2,0.13,0.27,14.26,0.08
683,1956-12-01,3.6,0.11,8.96,0.16,-1.77,0.23,13.7,0.08
684,1957-01-01,2.49,0.1,8,0.13,-2.97,0.11,13.47,0.07
685,1957-02-01,3.12,0.11,8.71,0.12,-2.51,0.23,13.8,0.07
686,1957-03-01,5.04,0.09,10.99,0.1,-0.92,0.19,14.38,0.07
687,1957-04-01,8.37,0.19,14.09,0.09,2.43,0.27,15.32,0.09
688,1957-05-01,11.26,0.14,17.05,0.08,5.43,0.21,16.22,0.08
689,1957-06-01,13.78,0.19,19.47,0.16,7.81,0.15,16.88,0.09
690,1957-07-01,14.13,0.2,19.83,0.1,8.38,0.07,17.03,0.1
691,1957-08-01,14.08,0.25,19.79,0.21,8.26,0.19,17.05,0.1
692,1957-09-01,12.31,0.3,18.07,0.12,6.41,0.1,16.38,0.11
693,1957-10-01,9.5,0.14,15.05,0.13,3.8,0.15,15.46,0.08
694,1957-11-01,6.39,0.1,11.85,0.16,0.83,0.13,14.52,0.07
695,1957-12-01,4.33,0.09,9.68,0.06,-0.94,0.07,13.97,0.07
696,1958-01-01,3.57,0.11,8.98,0.06,-1.77,0.2,13.88,0.07
697,1958-02-01,3.69,0.17,9.55,0.23,-1.95,0.19,14.07,0.08
698,1958-03-01,5.45,0.08,11.32,0.17,-0.55,0.2,14.55,0.07
699,1958-04-01,8.52,0.1,14.39,0.16,2.57,0.08,15.36,0.07
700,1958-05-01,11.52,0.09,17.36,0.18,5.62,0.29,16.18,0.07
701,1958-06-01,13.19,0.11,19.03,0.18,7.43,0.14,16.62,0.07
702,1958-07-01,14.44,0.2,20.12,0.21,8.84,0.3,17.04,0.09
703,1958-08-01,13.6,0.08,19.4,0.14,8.05,0.1,16.83,0.07
704,1958-09-01,11.85,0.07,17.55,0.15,6.2,0.13,16.28,0.07
705,1958-10-01,9.38,0.09,15.09,0.1,3.74,0.2,15.44,0.07
706,1958-11-01,6.26,0.06,11.72,0.12,0.75,0.12,14.51,0.07
707,1958-12-01,3.82,0.08,9.23,0.21,-1.56,0.12,13.83,0.07
708,1959-01-01,2.96,0.08,8.39,0.14,-2.41,0.15,13.64,0.07
709,1959-02-01,3.33,0.13,9,0.14,-2.23,0.13,13.87,0.07
710,1959-03-01,5.85,0.2,11.73,0.16,-0.07,0.12,14.61,0.09
711,1959-04-01,8.82,0.18,14.75,0.27,2.81,0.2,15.44,0.08
712,1959-05-01,11.32,0.06,17.16,0.14,5.54,0.17,16.12,0.07
713,1959-06-01,13.58,0.06,19.38,0.19,7.75,0.12,16.78,0.07
714,1959-07-01,14.45,0.13,20.24,0.1,8.85,0.13,17,0.08
715,1959-08-01,13.85,0.08,19.53,0.14,8.32,0.08,16.91,0.07
716,1959-09-01,11.95,0.12,17.66,0.13,6.34,0.15,16.28,0.07
717,1959-10-01,9.16,0.12,14.77,0.08,3.59,0.23,15.4,0.08
718,1959-11-01,5.75,0.08,11.26,0.17,0.3,0.12,14.27,0.07
719,1959-12-01,3.77,0.06,9.12,0.16,-1.49,0.18,13.76,0.07
720,1960-01-01,2.71,0.09,8.22,0.11,-2.62,0.09,13.55,0.07
721,1960-02-01,3.8,0.12,9.75,0.08,-1.92,0.27,13.96,0.07
722,1960-03-01,4.3,0.08,10.22,0.09,-1.68,0.08,14.14,0.07
723,1960-04-01,8.13,0.09,13.96,0.14,2.23,0.1,15.19,0.07
724,1960-05-01,10.87,0.16,16.71,0.26,5.04,0.23,15.96,0.08
725,1960-06-01,13.48,0.08,19.31,0.23,7.73,0.1,16.67,0.07
726,1960-07-01,14.2,0.07,19.88,0.12,8.49,0.09,16.98,0.07
727,1960-08-01,13.82,0.08,19.6,0.18,8.24,0.17,16.97,0.07
728,1960-09-01,12.1,0.1,17.86,0.23,6.5,0.15,16.38,0.07
729,1960-10-01,9.5,0.06,15.23,0.09,3.8,0.12,15.46,0.07
730,1960-11-01,5.83,0.14,11.43,0.13,0.35,0.15,14.31,0.07
731,1960-12-01,4.26,0.06,9.64,0.14,-0.98,0.09,13.93,0.06
732,1961-01-01,2.93,0.09,8.38,0.18,-2.38,0.13,13.66,0.06
733,1961-02-01,3.68,0.12,9.3,0.16,-1.9,0.14,14.06,0.07
734,1961-03-01,5.59,0.05,11.48,0.12,-0.27,0.12,14.61,0.06
735,1961-04-01,8.63,0.12,14.5,0.16,2.82,0.15,15.44,0.07
736,1961-05-01,11.62,0.1,17.59,0.32,5.73,0.23,16.24,0.07
737,1961-06-01,13.7,0.15,19.6,0.24,7.8,0.29,16.81,0.08
738,1961-07-01,14.29,0.08,20.01,0.18,8.66,0.19,16.99,0.07
739,1961-08-01,13.85,0.14,19.61,0.18,8.23,0.26,16.92,0.07
740,1961-09-01,12.25,0.07,17.99,0.12,6.53,0.14,16.31,0.06
741,1961-10-01,9.33,0.14,15.06,0.14,3.51,0.31,15.4,0.07
742,1961-11-01,6.21,0.06,11.65,0.09,0.74,0.13,14.44,0.06
743,1961-12-01,3.5,0.04,9.02,0.1,-1.92,0.09,13.68,0.06
744,1962-01-01,3,0.07,8.66,0.09,-2.51,0.08,13.65,0.06
745,1962-02-01,3.7,0.06,9.55,0.1,-2.04,0.22,14,0.06
746,1962-03-01,5.53,0.13,11.54,0.16,-0.42,0.22,14.52,0.07
747,1962-04-01,8.54,0.18,14.47,0.14,2.58,0.23,15.35,0.08
748,1962-05-01,11.13,0.06,17.04,0.15,5.2,0.13,16.04,0.07
749,1962-06-01,13.43,0.27,19.35,0.27,7.46,0.37,16.68,0.1
750,1962-07-01,14.21,0.07,20.05,0.14,8.45,0.08,16.95,0.07
751,1962-08-01,13.71,0.1,19.55,0.15,7.94,0.13,16.83,0.07
752,1962-09-01,12.02,0.26,17.85,0.16,6.31,0.31,16.25,0.09
753,1962-10-01,9.47,0.2,15.23,0.2,3.77,0.32,15.43,0.08
754,1962-11-01,6.28,0.12,11.78,0.14,0.8,0.21,14.42,0.07
755,1962-12-01,3.94,0.07,9.43,0.2,-1.43,0.16,13.78,0.06
756,1963-01-01,2.9,0.08,8.67,0.14,-2.68,0.12,13.59,0.06
757,1963-02-01,4.02,0.11,9.95,0.1,-1.69,0.12,14.01,0.06
758,1963-03-01,5.1,0.1,11.04,0.1,-0.9,0.23,14.36,0.06
759,1963-04-01,8.17,0.06,13.91,0.15,2.35,0.1,15.22,0.06
760,1963-05-01,11.04,0.1,16.82,0.25,5.23,0.29,16.05,0.07
761,1963-06-01,13.41,0.1,19.28,0.12,7.6,0.15,16.68,0.07
762,1963-07-01,14.51,0.1,20.23,0.1,8.8,0.24,17.09,0.08
763,1963-08-01,14.31,0.06,20.01,0.22,8.47,0.25,17.06,0.07
764,1963-09-01,12.55,0.13,18.31,0.18,6.72,0.35,16.48,0.07
765,1963-10-01,9.94,0.1,15.72,0.17,4.33,0.11,15.59,0.07
766,1963-11-01,6.56,0.1,12.07,0.2,1.31,0.16,14.58,0.07
767,1963-12-01,3.75,0.08,9.35,0.09,-1.67,0.07,13.82,0.07
768,1964-01-01,2.88,0.17,8.38,0.08,-2.55,0.16,13.6,0.08
769,1964-02-01,3.03,0.12,8.79,0.08,-2.61,0.16,13.73,0.06
770,1964-03-01,4.87,0.08,10.97,0.12,-1.15,0.18,14.26,0.06
771,1964-04-01,7.92,0.08,13.79,0.12,2.15,0.14,15.06,0.06
772,1964-05-01,10.9,0.08,16.8,0.22,5.2,0.14,15.86,0.07
773,1964-06-01,13.46,0.07,19.27,0.16,7.54,0.24,16.59,0.06
774,1964-07-01,14.3,0.12,20.07,0.2,8.57,0.15,16.78,0.07
775,1964-08-01,13.68,0.18,19.39,0.24,8.05,0.3,16.63,0.08
776,1964-09-01,11.6,0.07,17.39,0.17,6.11,0.14,16,0.06
777,1964-10-01,8.83,0.06,14.65,0.19,3.22,0.1,15.17,0.06
778,1964-11-01,5.98,0.04,11.61,0.14,0.48,0.08,14.2,0.06
779,1964-12-01,3.46,0.05,8.76,0.15,-1.78,0.08,13.52,0.06
780,1965-01-01,2.86,0.07,8.42,0.11,-2.53,0.13,13.54,0.06
781,1965-02-01,3.04,0.08,8.91,0.08,-2.82,0.19,13.7,0.06
782,1965-03-01,5.18,0.12,11.22,0.15,-0.74,0.22,14.29,0.07
783,1965-04-01,7.99,0.08,13.84,0.14,2.17,0.12,15.1,0.06
784,1965-05-01,11.22,0.17,17.17,0.32,5.26,0.46,16.01,0.08
785,1965-06-01,13.31,0.22,19.13,0.52,7.48,0.34,16.53,0.09
786,1965-07-01,14.08,0.14,19.87,0.24,8.38,0.35,16.76,0.08
787,1965-08-01,13.81,0.09,19.58,0.1,8.18,0.1,16.8,0.07
788,1965-09-01,11.73,0.08,17.41,0.17,6.1,0.13,16.15,0.06
789,1965-10-01,9.49,0.07,15.11,0.1,3.8,0.09,15.41,0.06
790,1965-11-01,5.86,0.08,11.34,0.18,0.35,0.14,14.29,0.06
791,1965-12-01,3.77,0.1,9.23,0.11,-1.54,0.07,13.78,0.06
792,1966-01-01,2.49,0.06,8.05,0.07,-3.04,0.1,13.49,0.06
793,1966-02-01,3.29,0.11,9,0.13,-2.42,0.15,13.81,0.06
794,1966-03-01,5.53,0.12,11.3,0.12,-0.42,0.16,14.45,0.07
795,1966-04-01,8.16,0.07,13.95,0.1,2.33,0.11,15.25,0.06
796,1966-05-01,11.2,0.06,17.07,0.21,5.19,0.17,15.99,0.06
797,1966-06-01,13.59,0.16,19.38,0.25,7.72,0.17,16.69,0.08
798,1966-07-01,14.57,0.11,20.39,0.1,8.82,0.13,17.03,0.07
799,1966-08-01,13.73,0.1,19.63,0.2,8.09,0.11,16.83,0.07
800,1966-09-01,12.13,0.11,18.03,0.09,6.48,0.14,16.27,0.07
801,1966-10-01,9.15,0.07,14.78,0.08,3.56,0.11,15.31,0.06
802,1966-11-01,5.97,0.07,11.58,0.08,0.41,0.13,14.36,0.06
803,1966-12-01,3.38,0.05,8.76,0.08,-1.93,0.13,13.68,0.06
804,1967-01-01,2.71,0.07,8.39,0.06,-2.87,0.14,13.53,0.06
805,1967-02-01,2.9,0.13,8.62,0.16,-2.77,0.16,13.69,0.06
806,1967-03-01,5.4,0.08,11.22,0.11,-0.36,0.07,14.46,0.06
807,1967-04-01,8.46,0.11,14.38,0.15,2.5,0.23,15.3,0.06
808,1967-05-01,11.63,0.08,17.51,0.17,5.78,0.17,16.28,0.06
809,1967-06-01,13.19,0.07,18.91,0.14,7.45,0.15,16.67,0.06
810,1967-07-01,14.33,0.17,20.14,0.15,8.71,0.14,16.97,0.08
811,1967-08-01,13.82,0.11,19.59,0.24,8.17,0.24,16.84,0.06
812,1967-09-01,12.05,0.06,17.85,0.11,6.27,0.17,16.24,0.06
813,1967-10-01,9.81,0.04,15.48,0.08,4.18,0.09,15.47,0.06
814,1967-11-01,6.18,0.04,11.51,0.09,0.81,0.15,14.35,0.05
815,1967-12-01,3.92,0.05,9.28,0.06,-1.42,0.11,13.73,0.05
816,1968-01-01,2.35,0.09,7.87,0.1,-3.06,0.07,13.39,0.05
817,1968-02-01,3.25,0.12,8.88,0.1,-2.32,0.08,13.72,0.06
818,1968-03-01,6.12,0.07,11.91,0.13,0.28,0.07,14.58,0.05
819,1968-04-01,8.46,0.14,14.43,0.12,2.6,0.28,15.26,0.06
820,1968-05-01,11.07,0.11,16.76,0.16,5.18,0.2,15.99,0.06
821,1968-06-01,13.2,0.19,18.87,0.16,7.32,0.21,16.7,0.07
822,1968-07-01,14.03,0.09,19.73,0.14,8.43,0.1,16.89,0.06
823,1968-08-01,13.52,0.08,19.24,0.08,7.89,0.14,16.79,0.06
824,1968-09-01,11.62,0.19,17.35,0.22,5.94,0.15,16.16,0.08
825,1968-10-01,9.45,0.14,15.09,0.13,3.79,0.26,15.48,0.07
826,1968-11-01,5.89,0.06,11.3,0.1,0.36,0.14,14.42,0.05
827,1968-12-01,3.24,0.05,8.55,0.14,-2.12,0.1,13.79,0.05
828,1969-01-01,1.97,0.05,7.23,0.09,-3.3,0.12,13.52,0.05
829,1969-02-01,2.45,0.09,7.97,0.13,-3.19,0.15,13.75,0.05
830,1969-03-01,5.13,0.11,11.02,0.11,-0.82,0.21,14.58,0.06
831,1969-04-01,8.58,0.12,14.29,0.2,2.69,0.24,15.52,0.06
832,1969-05-01,11.35,0.08,17.06,0.16,5.57,0.24,16.33,0.05
833,1969-06-01,13.47,0.12,19.21,0.26,7.57,0.34,16.83,0.06
834,1969-07-01,14.22,0.11,20.02,0.23,8.67,0.16,16.92,0.06
835,1969-08-01,13.8,0.08,19.63,0.16,8.12,0.22,16.95,0.06
836,1969-09-01,12.05,0.06,17.67,0.11,6.42,0.14,16.34,0.05
837,1969-10-01,9.49,0.07,14.89,0.15,4.05,0.27,15.45,0.06
838,1969-11-01,6.42,0.05,11.97,0.12,0.92,0.14,14.52,0.05
839,1969-12-01,4.21,0.09,9.59,0.1,-1.14,0.11,13.99,0.05
840,1970-01-01,2.84,0.08,8.29,0.12,-2.58,0.1,13.71,0.05
841,1970-02-01,3.73,0.08,9.54,0.11,-2.02,0.13,14.02,0.05
842,1970-03-01,5.27,0.11,11.07,0.18,-0.55,0.21,14.5,0.06
843,1970-04-01,8.6,0.07,14.38,0.18,2.74,0.11,15.44,0.05
844,1970-05-01,11.21,0.1,17.17,0.12,5.4,0.11,16.1,0.06
845,1970-06-01,13.51,0.09,19.37,0.2,7.6,0.19,16.67,0.06
846,1970-07-01,14.39,0.1,20.25,0.11,8.72,0.1,16.91,0.06
847,1970-08-01,13.66,0.06,19.43,0.18,8.1,0.12,16.75,0.05
848,1970-09-01,12.28,0.06,17.88,0.09,6.62,0.12,16.34,0.06
849,1970-10-01,9.35,0.04,14.96,0.09,3.79,0.1,15.42,0.05
850,1970-11-01,6.05,0.06,11.56,0.11,0.52,0.08,14.42,0.05
851,1970-12-01,3.52,0.05,8.94,0.09,-1.83,0.08,13.71,0.05
852,1971-01-01,2.97,0.1,8.53,0.12,-2.53,0.12,13.62,0.05
853,1971-02-01,2.87,0.17,8.58,0.14,-2.72,0.2,13.63,0.07
854,1971-03-01,5,0.06,10.97,0.15,-0.9,0.11,14.25,0.05
855,1971-04-01,8.34,0.07,14.27,0.09,2.52,0.25,15.23,0.05
856,1971-05-01,11.21,0.11,17.19,0.12,5.38,0.16,15.96,0.06
857,1971-06-01,13.1,0.1,18.99,0.23,7.44,0.13,16.54,0.06
858,1971-07-01,14.14,0.11,19.98,0.14,8.51,0.12,16.85,0.06
859,1971-08-01,13.88,0.08,19.59,0.12,8.09,0.08,16.75,0.06
860,1971-09-01,12.14,0.13,17.92,0.32,6.46,0.3,16.22,0.06
861,1971-10-01,9.39,0.11,15.15,0.13,3.81,0.16,15.3,0.06
862,1971-11-01,6.29,0.08,11.84,0.11,0.93,0.13,14.4,0.05
863,1971-12-01,3.87,0.07,9.23,0.12,-1.44,0.13,13.66,0.05
864,1972-01-01,1.88,0.09,7.39,0.14,-3.55,0.2,13.3,0.05
865,1972-02-01,2.61,0.1,8.22,0.11,-3.12,0.2,13.64,0.05
866,1972-03-01,5.29,0.05,11.17,0.09,-0.67,0.15,14.45,0.05
867,1972-04-01,8.34,0.07,14.15,0.12,2.5,0.11,15.29,0.05
868,1972-05-01,11.15,0.09,16.97,0.12,5.36,0.2,16.09,0.06
869,1972-06-01,13.5,0.11,19.23,0.16,7.63,0.13,16.73,0.06
870,1972-07-01,14.23,0.12,20.04,0.12,8.57,0.1,16.96,0.06
871,1972-08-01,14.17,0.1,19.88,0.15,8.39,0.19,16.98,0.06
872,1972-09-01,11.9,0.13,17.53,0.2,6.17,0.22,16.27,0.06
873,1972-10-01,9.35,0.14,15.06,0.2,3.84,0.23,15.44,0.06
874,1972-11-01,5.8,0.08,11.17,0.09,0.52,0.13,14.42,0.05
875,1972-12-01,3.78,0.07,9.18,0.18,-1.49,0.08,13.95,0.05
876,1973-01-01,3.04,0.09,8.49,0.15,-2.31,0.1,13.77,0.05
877,1973-02-01,3.9,0.16,9.5,0.14,-1.65,0.09,14.14,0.06
878,1973-03-01,5.82,0.1,11.61,0.21,0.11,0.14,14.66,0.05
879,1973-04-01,8.94,0.1,14.51,0.11,3.11,0.11,15.53,0.06
880,1973-05-01,11.77,0.08,17.42,0.16,5.93,0.16,16.29,0.05
881,1973-06-01,13.82,0.09,19.5,0.13,8.16,0.12,16.8,0.05
882,1973-07-01,14.44,0.13,20.11,0.09,8.99,0.11,17,0.06
883,1973-08-01,13.87,0.15,19.71,0.15,8.43,0.13,16.89,0.06
884,1973-09-01,12.12,0.08,17.82,0.17,6.5,0.1,16.27,0.05
885,1973-10-01,9.61,0.06,15.18,0.11,3.91,0.1,15.42,0.05
886,1973-11-01,6.22,0.08,11.67,0.05,0.79,0.2,14.38,0.05
887,1973-12-01,3.83,0.08,9.29,0.11,-1.51,0.07,13.71,0.05
888,1974-01-01,2.26,0.1,7.46,0.11,-2.89,0.1,13.3,0.05
889,1974-02-01,2.58,0.13,8.12,0.09,-2.93,0.07,13.49,0.06
890,1974-03-01,5.19,0.11,10.97,0.13,-0.5,0.1,14.27,0.05
891,1974-04-01,8.39,0.09,14.18,0.08,2.59,0.12,15.18,0.05
892,1974-05-01,11.2,0.09,16.93,0.12,5.47,0.09,15.96,0.05
893,1974-06-01,13.38,0.13,19.23,0.1,7.59,0.09,16.62,0.06
894,1974-07-01,14.29,0.06,19.93,0.13,8.65,0.11,16.85,0.05
895,1974-08-01,14.02,0.1,19.65,0.16,8.39,0.13,16.91,0.06
896,1974-09-01,11.74,0.14,17.43,0.18,6.14,0.22,16.2,0.07
897,1974-10-01,9.1,0.06,14.88,0.08,3.42,0.11,15.27,0.05
898,1974-11-01,5.92,0.12,11.46,0.14,0.39,0.16,14.32,0.06
899,1974-12-01,3.55,0.13,8.74,0.15,-1.52,0.13,13.66,0.06
900,1975-01-01,3.06,0.08,8.48,0.07,-2.26,0.12,13.62,0.05
901,1975-02-01,3.4,0.11,9.03,0.13,-2.1,0.1,13.86,0.05
902,1975-03-01,5.71,0.07,11.38,0.1,-0.15,0.1,14.54,0.05
903,1975-04-01,8.58,0.07,14.4,0.07,2.88,0.09,15.3,0.05
904,1975-05-01,11.74,0.09,17.48,0.2,5.84,0.14,16.14,0.05
905,1975-06-01,13.56,0.11,19.27,0.16,7.8,0.2,16.68,0.06
906,1975-07-01,14.35,0.1,20.05,0.18,8.64,0.14,16.88,0.06
907,1975-08-01,13.51,0.22,19.25,0.24,7.89,0.11,16.66,0.08
908,1975-09-01,12.15,0.13,17.8,0.12,6.54,0.1,16.22,0.06
909,1975-10-01,9.32,0.06,14.91,0.15,3.67,0.21,15.29,0.05
910,1975-11-01,5.89,0.06,11.46,0.09,0.33,0.13,14.13,0.05
911,1975-12-01,3.67,0.09,9.08,0.09,-1.64,0.1,13.56,0.05
912,1976-01-01,2.88,0.07,8.4,0.08,-2.45,0.11,13.44,0.05
913,1976-02-01,3.03,0.07,8.51,0.1,-2.44,0.09,13.62,0.05
914,1976-03-01,4.52,0.06,10.3,0.08,-1.2,0.08,14.12,0.05
915,1976-04-01,8.29,0.09,14.18,0.13,2.49,0.11,15.13,0.05
916,1976-05-01,10.94,0.16,16.73,0.15,5.18,0.11,15.78,0.07
917,1976-06-01,13.09,0.1,18.95,0.17,7.35,0.13,16.45,0.06
918,1976-07-01,14.15,0.18,19.85,0.24,8.35,0.22,16.86,0.07
919,1976-08-01,13.51,0.17,19.16,0.23,7.65,0.22,16.67,0.07
920,1976-09-01,11.89,0.05,17.74,0.08,6.2,0.1,16.18,0.06
921,1976-10-01,8.51,0.11,14.03,0.25,3.11,0.22,15.17,0.06
922,1976-11-01,5.66,0.06,11.16,0.12,0.3,0.16,14.3,0.05
923,1976-12-01,3.68,0.08,9.09,0.15,-1.71,0.16,13.84,0.05
924,1977-01-01,2.49,0.09,7.76,0.2,-2.65,0.16,13.65,0.05
925,1977-02-01,3.47,0.12,9.13,0.09,-2.15,0.14,14,0.06
926,1977-03-01,5.7,0.11,11.58,0.12,-0.04,0.17,14.64,0.06
927,1977-04-01,8.85,0.06,14.75,0.09,3.06,0.08,15.47,0.05
928,1977-05-01,11.78,0.13,17.59,0.16,6.01,0.23,16.29,0.06
929,1977-06-01,13.88,0.11,19.63,0.17,8.06,0.18,16.85,0.06
930,1977-07-01,14.63,0.11,20.33,0.12,8.97,0.21,17.05,0.06
931,1977-08-01,14.09,0.08,19.67,0.16,8.46,0.13,16.98,0.05
932,1977-09-01,11.86,0.07,17.54,0.07,6.35,0.11,16.31,0.05
933,1977-10-01,9.16,0.04,14.88,0.11,3.59,0.09,15.39,0.05
934,1977-11-01,6.54,0.06,11.96,0.1,1.26,0.07,14.54,0.05
935,1977-12-01,3.75,0.04,9,0.1,-1.39,0.14,13.74,0.04
936,1978-01-01,2.71,0.1,8.01,0.08,-2.52,0.08,13.59,0.05
937,1978-02-01,3.46,0.14,9.01,0.2,-2.15,0.2,13.9,0.06
938,1978-03-01,5.61,0.1,11.34,0.06,-0.07,0.17,14.55,0.05
939,1978-04-01,8.79,0.09,14.63,0.34,3.08,0.42,15.37,0.05
940,1978-05-01,11.41,0.14,17.13,0.24,5.72,0.31,16.1,0.06
941,1978-06-01,13.22,0.11,18.89,0.16,7.72,0.21,16.6,0.06
942,1978-07-01,14.36,0.16,19.91,0.13,8.89,0.24,16.93,0.07
943,1978-08-01,13.3,0.1,18.97,0.15,7.68,0.17,16.62,0.06
944,1978-09-01,12.03,0.1,17.64,0.16,6.43,0.13,16.28,0.06
945,1978-10-01,9.34,0.08,14.96,0.14,3.8,0.15,15.34,0.05
946,1978-11-01,6.35,0.08,11.69,0.11,1.08,0.13,14.52,0.05
947,1978-12-01,3.74,0.07,9.2,0.09,-1.62,0.09,13.79,0.05
948,1979-01-01,2.68,0.08,8.07,0.12,-2.62,0.1,13.63,0.05
949,1979-02-01,2.84,0.09,8.53,0.08,-2.76,0.15,13.77,0.05
950,1979-03-01,5.47,0.1,11.33,0.19,-0.13,0.27,14.56,0.05
951,1979-04-01,8.46,0.08,14.27,0.26,2.62,0.3,15.39,0.05
952,1979-05-01,11.2,0.15,17.14,0.2,5.71,0.21,16.08,0.06
953,1979-06-01,13.49,0.07,19.37,0.21,7.82,0.21,16.77,0.04
954,1979-07-01,14.11,0.05,19.95,0.11,8.49,0.12,16.99,0.04
955,1979-08-01,13.83,0.09,19.62,0.16,8.27,0.18,16.98,0.05
956,1979-09-01,12.25,0.09,18.06,0.18,6.71,0.24,16.45,0.05
957,1979-10-01,9.59,0.09,15.35,0.12,4.05,0.12,15.56,0.05
958,1979-11-01,6.29,0.08,11.81,0.13,0.91,0.05,14.61,0.05
959,1979-12-01,4.6,0.07,10,0.12,-0.67,0.05,14.18,0.04
960,1980-01-01,2.96,0.09,8.47,0.08,-2.46,0.12,13.81,0.05
961,1980-02-01,3.65,0.1,9.26,0.13,-1.86,0.12,14.11,0.05
962,1980-03-01,5.37,0.1,11.24,0.16,-0.38,0.13,14.65,0.05
963,1980-04-01,8.93,0.11,14.82,0.13,3.11,0.17,15.58,0.05
964,1980-05-01,11.77,0.09,17.71,0.23,6.13,0.17,16.31,0.05
965,1980-06-01,13.58,0.13,19.38,0.18,7.9,0.3,16.81,0.06
966,1980-07-01,14.74,0.14,20.47,0.18,9.1,0.21,17.17,0.06
967,1980-08-01,14.19,0.22,19.81,0.12,8.56,0.09,17.05,0.08
968,1980-09-01,12.32,0.08,18.12,0.15,6.64,0.15,16.43,0.05
969,1980-10-01,9.55,0.06,15.17,0.12,4.05,0.11,15.45,0.05
970,1980-11-01,6.68,0.09,12.2,0.18,1.33,0.14,14.64,0.05
971,1980-12-01,4.02,0.06,9.43,0.17,-1.28,0.09,13.89,0.05
972,1981-01-01,3.79,0.12,9.27,0.19,-1.3,0.15,13.96,0.06
973,1981-02-01,4.02,0.14,9.69,0.13,-1.41,0.12,14.07,0.06
974,1981-03-01,6.24,0.04,12.05,0.06,0.55,0.16,14.77,0.04
975,1981-04-01,8.95,0.08,14.82,0.21,3.13,0.25,15.43,0.05
976,1981-05-01,11.56,0.08,17.47,0.33,5.9,0.34,16.2,0.05
977,1981-06-01,13.77,0.12,19.61,0.13,8.06,0.15,16.93,0.06
978,1981-07-01,14.74,0.08,20.4,0.12,9.21,0.13,17.22,0.05
979,1981-08-01,14.5,0.1,20.29,0.09,8.98,0.08,17.12,0.06
980,1981-09-01,12.24,0.12,17.95,0.1,6.65,0.14,16.47,0.06
981,1981-10-01,9.39,0.06,14.98,0.1,3.77,0.07,15.45,0.05
982,1981-11-01,6.27,0.06,11.67,0.11,0.97,0.1,14.47,0.05
983,1981-12-01,4.52,0.05,10.07,0.09,-0.88,0.08,14.1,0.05
984,1982-01-01,2.56,0.08,8.09,0.13,-2.78,0.1,13.59,0.05
985,1982-02-01,3.28,0.08,8.84,0.08,-2.08,0.07,13.85,0.05
986,1982-03-01,4.87,0.09,10.67,0.14,-0.72,0.14,14.34,0.05
987,1982-04-01,8.46,0.09,14.39,0.22,2.89,0.43,15.33,0.05
988,1982-05-01,11.35,0.09,17.15,0.3,5.73,0.28,16.14,0.05
989,1982-06-01,13.24,0.07,19.08,0.23,7.56,0.25,16.62,0.05
990,1982-07-01,14.54,0.07,20.31,0.3,9.02,0.4,17,0.06
991,1982-08-01,13.8,0.07,19.53,0.17,8.46,0.22,16.87,0.05
992,1982-09-01,12.04,0.07,17.75,0.15,6.67,0.21,16.35,0.06
993,1982-10-01,9.23,0.07,14.85,0.13,3.92,0.14,15.49,0.05
994,1982-11-01,5.96,0.11,11.31,0.12,0.91,0.18,14.45,0.06
995,1982-12-01,4.33,0.11,9.64,0.08,-0.71,0.06,14.07,0.06
996,1983-01-01,3.45,0.12,8.75,0.08,-1.65,0.08,13.98,0.06
997,1983-02-01,3.81,0.17,9.43,0.09,-1.59,0.09,14.17,0.07
998,1983-03-01,5.7,0.09,11.5,0.06,0.1,0.09,14.68,0.05
999,1983-04-01,8.69,0.05,14.45,0.09,3.05,0.13,15.47,0.05
1000,1983-05-01,11.73,0.11,17.48,0.14,6.14,0.19,16.34,0.06
1001,1983-06-01,13.48,0.12,19.22,0.15,7.82,0.17,16.79,0.06
1002,1983-07-01,14.41,0.07,20.14,0.14,8.83,0.12,17.07,0.05
1003,1983-08-01,14.3,0.06,20.11,0.18,8.73,0.1,17.14,0.05
1004,1983-09-01,12.7,0.1,18.41,0.09,7.08,0.16,16.57,0.06
1005,1983-10-01,9.48,0.1,15.1,0.09,4.01,0.15,15.5,0.06
1006,1983-11-01,6.77,0.09,12.33,0.15,1.42,0.13,14.65,0.05
1007,1983-12-01,3.83,0.05,9.25,0.13,-1.31,0.08,13.89,0.05
1008,1984-01-01,2.94,0.08,8.34,0.11,-2.24,0.09,13.7,0.05
1009,1984-02-01,3.09,0.1,8.79,0.14,-2.45,0.17,13.88,0.06
