Date,LandAvg_temp,LandAvg_temp_Uncer,LandMax_temp,LandMax_tempUncer,LandMin_temp,LandMin_tempUncer,LandOceanAvg_temp,LandOceanAvg_tempUncer
1976-06-01,13.09,0.10,18.95,0.17,7.35,0.13,16.45,0.06
1976-07-01,14.15,0.18,19.85,0.24,8.35,0.22,16.86,0.07
1976-08-01,13.51,0.17,19.16,0.23,7.65,0.22,16.67,0.07
1976-09-01,11.89,0.05,17.74,0.08,6.20,0.10,16.18,0.06
1976-10-01,8.51,0.11,14.03,0.25,3.11,0.22,15.17,0.06
1976-11-01,5.66,0.06,11.16,0.12,0.30,0.16,14.30,0.05
1976-12-01,3.68,0.08,9.09,0.15,-1.71,0.16,13.84,0.05
1977-01-01,2.49,0.09,7.76,0.20,-2.65,0.16,13.65,0.05
1977-02-01,3.47,0.12,9.13,0.09,-2.15,0.14,14.00,0.06
1977-03-01,5.70,0.11,11.58,0.12,-0.04,0.17,14.64,0.06
1977-04-01,8.85,0.06,14.75,0.09,3.06,0.08,15.47,0.05
1977-05-01,11.78,0.13,17.59,0.16,6.01,0.23,16.29,0.06
1977-06-01,13.88,0.11,19.63,0.17,8.06,0.18,16.85,0.06
1977-07-01,14.63,0.11,20.33,0.12,8.97,0.21,17.05,0.06
1977-08-01,14.09,0.08,19.67,0.16,8.46,0.13,16.98,0.05
1977-09-01,11.86,0.07,17.54,0.07,6.35,0.11,16.31,0.05
1977-10-01,9.16,0.04,14.88,0.11,3.59,0.09,15.39,0.05
1977-11-01,6.54,0.06,11.96,0.10,1.26,0.07,14.54,0.05
1977-12-01,3.75,0.04,9.00,0.10,-1.39,0.14,13.74,0.04
1978-01-01,2.71,0.10,8.01,0.08,-2.52,0.08,13.59,0.05
1978-02-01,3.46,0.14,9.01,0.20,-2.15,0.20,13.90,0.06
1978-03-01,5.61,0.10,11.34,0.06,-0.07,0.17,14.55,0.05
1978-04-01,8.79,0.09,14.63,0.34,3.08,0.42,15.37,0.05
1978-05-01,11.41,0.14,17.13,0.24,5.72,0.31,16.10,0.06
1978-06-01,13.22,0.11,18.89,0.16,7.72,0.21,16.60,0.06
1978-07-01,14.36,0.16,19.91,0.13,8.89,0.24,16.93,0.07
1978-08-01,13.30,0.10,18.97,0.15,7.68,0.17,16.62,0.06
1978-09-01,12.03,0.10,17.64,0.16,6.43,0.13,16.28,0.06
1978-10-01,9.34,0.08,14.96,0.14,3.80,0.15,15.34,0.05
1978-11-01,6.35,0.08,11.69,0.11,1.08,0.13,14.52,0.05
1978-12-01,3.74,0.07,9.20,0.09,-1.62,0.09,13.79,0.05
1979-01-01,2.68,0.08,8.07,0.12,-2.62,0.10,13.63,0.05
1979-02-01,2.84,0.09,8.53,0.08,-2.76,0.15,13.77,0.05
1979-03-01,5.47,0.10,11.33,0.19,-0.13,0.27,14.56,0.05
1979-04-01,8.46,0.08,14.27,0.26,2.62,0.30,15.39,0.05
1979-05-01,11.20,0.15,17.14,0.20,5.71,0.21,16.08,0.06
1979-06-01,13.49,0.07,19.37,0.21,7.82,0.21,16.77,0.04
1979-07-01,14.11,0.05,19.95,0.11,8.49,0.12,16.99,0.04
1979-08-01,13.83,0.09,19.62,0.16,8.27,0.18,16.98,0.05
1979-09-01,12.25,0.09,18.06,0.18,6.71,0.24,16.45,0.05
1979-10-01,9.59,0.09,15.35,0.12,4.05,0.12,15.56,0.05
1979-11-01,6.29,0.08,11.81,0.13,0.91,0.05,14.61,0.05
1979-12-01,4.60,0.07,10.00,0.12,-0.67,0.05,14.18,0.04
1980-01-01,2.96,0.09,8.47,0.08,-2.46,0.12,13.81,0.05
1980-02-01,3.65,0.10,9.26,0.13,-1.86,0.12,14.11,0.05
1980-03-01,5.37,0.10,11.24,0.16,-0.38,0.13,14.65,0.05
1980-04-01,8.93,0.11,14.82,0.13,3.11,0.17,15.58,0.05
1980-05-01,11.77,0.09,17.71,0.23,6.13,0.17,16.31,0.05
1980-06-01,13.58,0.13,19.38,0.18,7.90,0.30,16.81,0.06
1980-07-01,14.74,0.14,20.47,0.18,9.10,0.21,17.17,0.06
1980-08-01,14.19,0.22,19.81,0.12,8.56,0.09,17.05,0.08
1980-09-01,12.32,0.08,18.12,0.15,6.64,0.15,16.43,0.05
1980-10-01,9.55,0.06,15.17,0.12,4.05,0.11,15.45,0.05
1980-11-01,6.68,0.09,12.20,0.18,1.33,0.14,14.64,0.05
1980-12-01,4.02,0.06,9.43,0.17,-1.28,0.09,13.89,0.05
1981-01-01,3.79,0.12,9.27,0.19,-1.30,0.15,13.96,0.06
1981-02-01,4.02,0.14,9.69,0.13,-1.41,0.12,14.07,0.06
1981-03-01,6.24,0.04,12.05,0.06,0.55,0.16,14.77,0.04
1981-04-01,8.95,0.08,14.82,0.21,3.13,0.25,15.43,0.05
1981-05-01,11.56,0.08,17.47,0.33,5.90,0.34,16.20,0.05
1981-06-01,13.77,0.12,19.61,0.13,8.06,0.15,16.93,0.06
1981-07-01,14.74,0.08,20.40,0.12,9.21,0.13,17.22,0.05
1981-08-01,14.50,0.10,20.29,0.09,8.98,0.08,17.12,0.06
1981-09-01,12.24,0.12,17.95,0.10,6.65,0.14,16.47,0.06
1981-10-01,9.39,0.06,14.98,0.10,3.77,0.07,15.45,0.05
1981-11-01,6.27,0.06,11.67,0.11,0.97,0.10,14.47,0.05
1981-12-01,4.52,0.05,10.07,0.09,-0.88,0.08,14.10,0.05
1982-01-01,2.56,0.08,8.09,0.13,-2.78,0.10,13.59,0.05
1982-02-01,3.28,0.08,8.84,0.08,-2.08,0.07,13.85,0.05
1982-03-01,4.87,0.09,10.67,0.14,-0.72,0.14,14.34,0.05
1982-04-01,8.46,0.09,14.39,0.22,2.89,0.43,15.33,0.05
1982-05-01,11.35,0.09,17.15,0.30,5.73,0.28,16.14,0.05
1982-06-01,13.24,0.07,19.08,0.23,7.56,0.25,16.62,0.05
1982-07-01,14.54,0.07,20.31,0.30,9.02,0.40,17.00,0.06
1982-08-01,13.80,0.07,19.53,0.17,8.46,0.22,16.87,0.05
1982-09-01,12.04,0.07,17.75,0.15,6.67,0.21,16.35,0.06
1982-10-01,9.23,0.07,14.85,0.13,3.92,0.14,15.49,0.05
1982-11-01,5.96,0.11,11.31,0.12,0.91,0.18,14.45,0.06
1982-12-01,4.33,0.11,9.64,0.08,-0.71,0.06,14.07,0.06
1983-01-01,3.45,0.12,8.75,0.08,-1.65,0.08,13.98,0.06
1983-02-01,3.81,0.17,9.43,0.09,-1.59,0.09,14.17,0.07
1983-03-01,5.70,0.09,11.50,0.06,0.10,0.09,14.68,0.05
1983-04-01,8.69,0.05,14.45,0.09,3.05,0.13,15.47,0.05
1983-05-01,11.73,0.11,17.48,0.14,6.14,0.19,16.34,0.06
1983-06-01,13.48,0.12,19.22,0.15,7.82,0.17,16.79,0.06
1983-07-01,14.41,0.07,20.14,0.14,8.83,0.12,17.07,0.05
1983-08-01,14.30,0.06,20.11,0.18,8.73,0.10,17.14,0.05
1983-09-01,12.70,0.10,18.41,0.09,7.08,0.16,16.57,0.06
1983-10-01,9.48,0.10,15.10,0.09,4.01,0.15,15.50,0.06
1983-11-01,6.77,0.09,12.33,0.15,1.42,0.13,14.65,0.05
1983-12-01,3.83,0.05,9.25,0.13,-1.31,0.08,13.89,0.05
1984-01-01,2.94,0.08,8.34,0.11,-2.24,0.09,13.70,0.05
1984-02-01,3.09,0.10,8.79,0.14,-2.45,0.17,13.88,0.06
1984-03-01,5.67,0.08,11.54,0.10,-0.08,0.06,14.61,0.06
1984-04-01,8.43,0.16,14.34,0.23,2.61,0.21,15.37,0.07
1984-05-01,11.98,0.06,17.86,0.12,6.21,0.14,16.29,0.05
1984-06-01,13.39,0.19,19.05,0.13,7.66,0.17,16.67,0.07
1984-07-01,14.43,0.14,20.11,0.07,8.96,0.19,16.96,0.06
1984-08-01,13.98,0.09,19.83,0.23,8.33,0.15,16.97,0.05
1984-09-01,12.02,0.07,17.72,0.10,6.50,0.10,16.39,0.05
1984-10-01,9.38,0.08,14.89,0.07,4.01,0.10,15.37,0.05
1984-11-01,5.81,0.11,11.24,0.17,0.60,0.09,14.32,0.06
1984-12-01,3.19,0.07,8.41,0.15,-1.88,0.11,13.60,0.05
1985-01-01,3.01,0.08,8.38,0.12,-2.22,0.06,13.68,0.05
1985-02-01,2.70,0.09,8.32,0.12,-2.85,0.08,13.73,0.05
1985-03-01,5.45,0.06,11.19,0.09,-0.13,0.09,14.53,0.05
1985-04-01,8.63,0.09,14.42,0.09,2.90,0.11,15.36,0.05
1985-05-01,11.43,0.07,17.20,0.12,5.76,0.12,16.14,0.05
1985-06-01,13.57,0.19,19.40,0.24,7.91,0.15,16.71,0.07
1985-07-01,13.97,0.09,19.71,0.11,8.36,0.14,16.91,0.05
1985-08-01,14.06,0.09,19.76,0.11,8.51,0.09,17.01,0.05
1985-09-01,11.98,0.08,17.63,0.14,6.48,0.14,16.36,0.05
1985-10-01,9.34,0.09,14.81,0.05,4.05,0.10,15.48,0.05
1985-11-01,5.97,0.10,11.33,0.10,0.70,0.11,14.39,0.06
1985-12-01,3.79,0.11,9.04,0.15,-1.37,0.08,13.81,0.06
1986-01-01,3.31,0.12,8.82,0.07,-2.01,0.08,13.72,0.06
1986-02-01,3.99,0.11,9.70,0.20,-1.64,0.09,14.08,0.06
1986-03-01,5.75,0.05,11.63,0.08,0.01,0.06,14.61,0.05
1986-04-01,8.87,0.09,14.77,0.21,3.10,0.06,15.45,0.05
1986-05-01,11.58,0.07,17.39,0.11,5.89,0.18,16.16,0.05
1986-06-01,13.44,0.06,19.21,0.19,7.72,0.19,16.70,0.05
1986-07-01,14.29,0.06,19.99,0.10,8.74,0.12,16.99,0.05
1986-08-01,13.97,0.06,19.87,0.10,8.43,0.14,16.94,0.05
1986-09-01,11.82,0.14,17.71,0.11,6.39,0.27,16.29,0.06
1986-10-01,9.30,0.10,14.80,0.15,3.88,0.16,15.46,0.05
1986-11-01,5.92,0.10,11.23,0.06,0.70,0.09,14.41,0.06
1986-12-01,3.75,0.07,9.07,0.07,-1.40,0.10,13.80,0.05
1987-01-01,3.14,0.12,8.70,0.08,-2.34,0.11,13.76,0.06
1987-02-01,4.13,0.09,9.79,0.10,-1.37,0.09,14.16,0.05
1987-03-01,5.25,0.08,11.20,0.07,-0.47,0.08,14.54,0.05
1987-04-01,8.59,0.08,14.69,0.08,2.83,0.22,15.45,0.05
1987-05-01,11.53,0.07,17.32,0.13,5.80,0.14,16.25,0.05
1987-06-01,13.93,0.07,19.66,0.15,8.11,0.13,16.90,0.05
1987-07-01,14.89,0.14,20.67,0.10,9.33,0.20,17.30,0.06
1987-08-01,13.90,0.13,19.63,0.15,8.32,0.23,17.06,0.06
1987-09-01,12.45,0.07,18.23,0.13,6.88,0.22,16.57,0.05
1987-10-01,9.59,0.08,15.14,0.08,4.09,0.09,15.62,0.05
1987-11-01,6.06,0.05,11.52,0.16,0.71,0.13,14.56,0.05
1987-12-01,4.49,0.05,9.86,0.09,-0.71,0.11,14.13,0.05
1988-01-01,3.45,0.07,8.86,0.12,-1.80,0.09,13.98,0.05
1988-02-01,3.42,0.10,9.09,0.09,-2.03,0.07,14.06,0.05
1988-03-01,5.93,0.09,11.82,0.09,0.37,0.14,14.78,0.05
1988-04-01,8.99,0.07,14.98,0.12,3.29,0.09,15.59,0.05
1988-05-01,11.85,0.09,17.68,0.06,6.14,0.20,16.35,0.05
1988-06-01,14.10,0.10,19.97,0.16,8.36,0.09,16.98,0.06
1988-07-01,14.80,0.07,20.47,0.17,9.19,0.12,17.18,0.05
1988-08-01,14.55,0.12,20.12,0.26,8.90,0.16,17.17,0.06
1988-09-01,12.68,0.07,18.42,0.14,7.08,0.08,16.55,0.05
1988-10-01,9.98,0.06,15.72,0.19,4.36,0.15,15.64,0.05
1988-11-01,6.29,0.07,11.84,0.08,0.84,0.07,14.46,0.05
1988-12-01,4.36,0.06,9.71,0.12,-0.85,0.08,13.92,0.05
1989-01-01,2.71,0.11,8.09,0.12,-2.60,0.12,13.57,0.06
1989-02-01,3.63,0.10,9.30,0.07,-1.92,0.09,13.98,0.06
1989-03-01,5.79,0.10,11.63,0.07,0.13,0.17,14.61,0.06
1989-04-01,8.69,0.10,14.54,0.09,2.74,0.15,15.42,0.06
1989-05-01,11.28,0.09,17.11,0.21,5.49,0.13,16.12,0.06
1989-06-01,13.45,0.13,19.25,0.18,7.87,0.13,16.73,0.06
1989-07-01,14.61,0.08,20.36,0.08,8.99,0.10,17.15,0.06
1989-08-01,14.13,0.06,19.99,0.15,8.59,0.14,17.05,0.05
1989-09-01,12.40,0.10,18.20,0.10,6.67,0.15,16.50,0.06
1989-10-01,9.76,0.06,15.47,0.13,4.10,0.21,15.60,0.05
1989-11-01,6.18,0.06,11.72,0.09,0.75,0.06,14.52,0.05
1989-12-01,4.43,0.06,9.80,0.06,-0.81,0.10,14.06,0.05
1990-01-01,3.24,0.09,8.56,0.10,-1.94,0.07,13.89,0.06
1990-02-01,3.64,0.09,9.22,0.11,-1.80,0.07,14.14,0.06
1990-03-01,6.73,0.10,12.66,0.18,1.04,0.09,15.01,0.06
1990-04-01,9.17,0.06,15.06,0.08,3.37,0.12,15.68,0.05
1990-05-01,11.83,0.07,17.64,0.23,6.09,0.24,16.40,0.05
1990-06-01,13.89,0.09,19.79,0.16,8.17,0.13,17.00,0.05
1990-07-01,14.78,0.14,20.40,0.10,9.16,0.09,17.25,0.07
1990-08-01,14.10,0.05,19.96,0.22,8.51,0.16,17.11,0.05
1990-09-01,12.20,0.11,17.99,0.09,6.60,0.21,16.46,0.06
1990-10-01,9.88,0.04,15.72,0.12,4.29,0.12,15.75,0.05
1990-11-01,6.92,0.13,12.56,0.09,1.34,0.07,14.77,0.07
1990-12-01,4.42,0.08,9.94,0.06,-0.92,0.05,14.10,0.06
1991-01-01,3.20,0.07,8.51,0.04,-1.91,0.11,13.86,0.06
1991-02-01,4.04,0.09,9.77,0.07,-1.50,0.10,14.20,0.06
1991-03-01,5.57,0.08,11.41,0.11,-0.13,0.13,14.69,0.06
1991-04-01,9.23,0.04,15.12,0.09,3.41,0.16,15.72,0.06
1991-05-01,11.62,0.06,17.44,0.10,6.01,0.11,16.37,0.05
1991-06-01,14.26,0.07,19.90,0.12,8.51,0.07,17.05,0.06
1991-07-01,14.99,0.06,20.64,0.11,9.27,0.14,17.35,0.05
1991-08-01,14.32,0.06,20.04,0.09,8.61,0.11,17.16,0.06
1991-09-01,12.68,0.05,18.54,0.23,7.00,0.08,16.57,0.06
1991-10-01,9.75,0.06,15.55,0.07,4.12,0.10,15.62,0.06
1991-11-01,6.44,0.07,11.86,0.10,1.12,0.09,14.61,0.06
1991-12-01,4.06,0.04,9.28,0.08,-1.06,0.06,13.98,0.05
1992-01-01,3.58,0.08,8.91,0.10,-1.66,0.09,13.96,0.06
1992-02-01,3.93,0.15,9.49,0.12,-1.60,0.09,14.18,0.07
1992-03-01,5.95,0.07,11.69,0.06,0.25,0.09,14.77,0.06
1992-04-01,8.57,0.06,14.37,0.07,2.79,0.10,15.51,0.06
1992-05-01,11.53,0.07,17.35,0.10,5.80,0.18,16.32,0.06
1992-06-01,13.58,0.07,19.36,0.09,7.82,0.07,16.89,0.06
1992-07-01,14.14,0.08,19.85,0.08,8.42,0.08,17.00,0.06
1992-08-01,13.77,0.08,19.43,0.16,8.13,0.13,16.90,0.06
1992-09-01,11.67,0.05,17.29,0.12,6.13,0.14,16.24,0.05
1992-10-01,9.35,0.05,15.15,0.06,3.68,0.06,15.42,0.05
1992-11-01,5.89,0.08,11.30,0.06,0.46,0.07,14.34,0.06
1992-12-01,4.08,0.15,9.46,0.16,-1.06,0.13,13.90,0.07
1993-01-01,3.30,0.10,8.67,0.07,-1.92,0.08,13.90,0.06
1993-02-01,3.75,0.10,9.42,0.08,-1.74,0.05,14.09,0.06
1993-03-01,5.92,0.09,11.79,0.09,0.14,0.07,14.72,0.06
1993-04-01,8.69,0.05,14.59,0.12,2.82,0.14,15.48,0.06
1993-05-01,11.47,0.06,17.29,0.08,5.67,0.12,16.23,0.06
1993-06-01,13.52,0.07,19.29,0.09,7.77,0.15,16.86,0.06
1993-07-01,14.60,0.11,20.23,0.06,8.95,0.17,17.16,0.06
1993-08-01,13.84,0.07,19.58,0.07,8.23,0.11,16.93,0.06
1993-09-01,11.93,0.10,17.64,0.06,6.29,0.12,16.38,0.06
1993-10-01,9.61,0.06,15.29,0.06,3.99,0.05,15.54,0.06
1993-11-01,5.74,0.09,11.09,0.10,0.36,0.07,14.41,0.06
1993-12-01,4.04,0.08,9.36,0.07,-1.14,0.14,13.90,0.06
1994-01-01,3.02,0.06,8.34,0.11,-2.27,0.10,13.73,0.06
1994-02-01,2.81,0.10,8.59,0.09,-2.77,0.09,13.77,0.06
1994-03-01,5.73,0.07,11.66,0.08,-0.13,0.12,14.71,0.06
1994-04-01,9.02,0.04,14.96,0.16,3.16,0.19,15.58,0.06
1994-05-01,11.68,0.08,17.58,0.11,5.68,0.09,16.35,0.06
1994-06-01,14.14,0.09,19.93,0.10,8.29,0.11,17.02,0.06
1994-07-01,14.66,0.08,20.42,0.11,8.95,0.14,17.18,0.06
1994-08-01,13.98,0.05,19.81,0.09,8.27,0.17,17.04,0.06
1994-09-01,12.52,0.07,18.34,0.12,6.82,0.16,16.50,0.06
1994-10-01,10.00,0.08,15.61,0.09,4.54,0.17,15.74,0.06
1994-11-01,6.79,0.06,12.20,0.09,1.31,0.11,14.75,0.06
1994-12-01,4.11,0.07,9.31,0.16,-1.10,0.06,14.04,0.06
1995-01-01,3.54,0.06,8.89,0.15,-1.77,0.17,13.95,0.06
1995-02-01,4.66,0.08,10.26,0.14,-0.88,0.13,14.39,0.06
1995-03-01,5.96,0.08,11.78,0.17,0.27,0.11,14.78,0.06
1995-04-01,8.97,0.08,14.84,0.12,3.16,0.17,15.59,0.06
1995-05-01,11.57,0.06,17.30,0.12,5.76,0.22,16.28,0.06
1995-06-01,14.16,0.09,20.11,0.19,8.23,0.05,17.01,0.06
1995-07-01,15.12,0.08,20.80,0.18,9.33,0.17,17.38,0.06
1995-08-01,14.64,0.09,20.41,0.08,8.81,0.23,17.30,0.06
1995-09-01,12.56,0.09,18.38,0.07,6.92,0.18,16.58,0.06
1995-10-01,10.11,0.09,15.75,0.13,4.49,0.14,15.75,0.06
1995-11-01,6.76,0.09,12.39,0.10,1.27,0.20,14.71,0.06
1995-12-01,4.12,0.04,9.40,0.13,-1.14,0.11,13.95,0.06
1996-01-01,2.86,0.09,8.35,0.11,-2.51,0.11,13.72,0.06
1996-02-01,4.01,0.12,9.77,0.10,-1.76,0.08,14.21,0.06
1996-03-01,5.52,0.09,11.41,0.16,-0.28,0.14,14.66,0.06
1996-04-01,8.68,0.07,14.47,0.10,2.72,0.13,15.54,0.06
1996-05-01,11.59,0.11,17.44,0.10,5.79,0.12,16.27,0.06
1996-06-01,13.68,0.09,19.41,0.14,7.85,0.11,16.85,0.06
1996-07-01,14.83,0.10,20.65,0.09,9.12,0.13,17.22,0.06
1996-08-01,14.60,0.07,20.42,0.13,8.92,0.13,17.21,0.06
1996-09-01,12.29,0.05,17.97,0.12,6.71,0.17,16.44,0.06
1996-10-01,9.53,0.10,15.19,0.15,3.93,0.09,15.52,0.06
1996-11-01,6.55,0.08,11.95,0.11,1.18,0.08,14.61,0.06
1996-12-01,4.33,0.06,9.82,0.11,-1.09,0.06,14.05,0.06
1997-01-01,3.17,0.08,8.59,0.10,-2.13,0.08,13.82,0.06
1997-02-01,3.77,0.09,9.46,0.07,-1.89,0.09,14.18,0.06
1997-03-01,6.01,0.14,11.81,0.19,0.19,0.10,14.87,0.07
1997-04-01,8.89,0.05,14.82,0.11,2.97,0.12,15.63,0.06
1997-05-01,11.59,0.07,17.38,0.11,5.80,0.15,16.39,0.06
1997-06-01,14.13,0.07,19.91,0.10,8.33,0.14,17.16,0.06
1997-07-01,14.56,0.13,20.26,0.09,8.82,0.09,17.31,0.07
1997-08-01,14.26,0.09,20.13,0.10,8.58,0.12,17.27,0.06
1997-09-01,12.69,0.10,18.56,0.31,6.97,0.16,16.77,0.06
1997-10-01,10.11,0.07,15.68,0.11,4.67,0.14,15.94,0.06
1997-11-01,6.84,0.10,12.20,0.09,1.50,0.09,14.95,0.06
1997-12-01,4.42,0.06,9.63,0.06,-0.74,0.08,14.29,0.06
1998-01-01,3.35,0.08,8.55,0.09,-1.78,0.09,14.06,0.06
1998-02-01,4.83,0.11,10.47,0.11,-0.77,0.08,14.61,0.07
1998-03-01,6.02,0.08,11.89,0.07,0.30,0.10,14.96,0.07
1998-04-01,9.36,0.05,15.26,0.09,3.44,0.19,15.88,0.06
1998-05-01,12.29,0.08,18.18,0.16,6.37,0.10,16.67,0.06
1998-06-01,14.52,0.11,20.40,0.13,8.78,0.07,17.29,0.07
1998-07-01,15.34,0.07,20.97,0.06,9.71,0.17,17.61,0.06
1998-08-01,14.87,0.07,20.50,0.13,9.34,0.22,17.49,0.06
1998-09-01,12.67,0.05,18.34,0.12,7.15,0.18,16.66,0.06
1998-10-01,9.94,0.06,15.51,0.12,4.45,0.12,15.77,0.06
1998-11-01,6.40,0.08,11.87,0.09,1.04,0.08,14.70,0.06
1998-12-01,4.67,0.04,10.08,0.08,-0.66,0.10,14.21,0.06
1999-01-01,3.54,0.07,8.88,0.07,-1.73,0.11,13.93,0.06
1999-02-01,4.69,0.09,10.40,0.06,-0.96,0.10,14.37,0.07
1999-03-01,5.53,0.10,11.40,0.11,-0.27,0.09,14.68,0.07
1999-04-01,8.84,0.06,14.81,0.09,2.93,0.17,15.57,0.06
1999-05-01,11.71,0.04,17.61,0.12,5.82,0.15,16.30,0.06
1999-06-01,14.03,0.07,19.83,0.12,8.21,0.13,16.96,0.06
1999-07-01,14.85,0.10,20.58,0.09,9.24,0.12,17.22,0.06
1999-08-01,14.35,0.09,20.16,0.08,8.70,0.12,17.10,0.06
1999-09-01,12.72,0.06,18.47,0.17,7.11,0.13,16.61,0.06
1999-10-01,10.00,0.10,15.58,0.11,4.49,0.06,15.68,0.06
1999-11-01,6.59,0.08,12.12,0.08,1.11,0.09,14.67,0.06
1999-12-01,4.57,0.09,9.95,0.09,-0.69,0.08,14.13,0.06
2000-01-01,2.95,0.09,8.35,0.10,-2.32,0.07,13.77,0.06
2000-02-01,4.18,0.09,9.86,0.10,-1.37,0.09,14.27,0.07
2000-03-01,6.22,0.12,12.20,0.13,0.38,0.08,14.85,0.07
2000-04-01,9.55,0.07,15.53,0.16,3.68,0.15,15.76,0.06
2000-05-01,11.87,0.06,17.72,0.13,6.00,0.20,16.39,0.06
2000-06-01,14.06,0.10,19.85,0.21,8.24,0.16,17.00,0.07
2000-07-01,14.85,0.12,20.66,0.11,9.10,0.10,17.24,0.07
2000-08-01,14.52,0.09,20.31,0.10,8.80,0.15,17.24,0.06
2000-09-01,12.55,0.06,18.37,0.12,6.82,0.14,16.61,0.06
2000-10-01,9.49,0.05,15.07,0.13,4.00,0.10,15.59,0.06
2000-11-01,6.31,0.08,11.67,0.09,1.00,0.06,14.63,0.06
2000-12-01,3.86,0.06,9.18,0.11,-1.33,0.07,13.97,0.06
2001-01-01,3.34,0.08,8.83,0.09,-2.08,0.06,13.94,0.06
2001-02-01,3.72,0.11,9.49,0.06,-2.00,0.09,14.18,0.07
2001-03-01,6.21,0.06,12.13,0.09,0.41,0.12,14.98,0.06
2001-04-01,9.24,0.10,15.17,0.12,3.23,0.15,15.81,0.07
2001-05-01,12.27,0.10,18.18,0.13,6.35,0.11,16.57,0.07
2001-06-01,14.11,0.09,19.96,0.13,8.22,0.13,17.15,0.06
2001-07-01,15.16,0.10,20.92,0.10,9.43,0.15,17.45,0.07
2001-08-01,14.43,0.12,20.33,0.10,8.66,0.18,17.29,0.07
2001-09-01,12.74,0.09,18.58,0.11,7.07,0.17,16.76,0.07
2001-10-01,9.94,0.07,15.58,0.10,4.35,0.11,15.83,0.06
2001-11-01,7.32,0.09,12.89,0.09,1.92,0.08,15.01,0.06
2001-12-01,4.51,0.06,9.84,0.11,-0.69,0.09,14.24,0.06
2002-01-01,4.03,0.07,9.46,0.12,-1.32,0.09,14.26,0.06
2002-02-01,4.70,0.08,10.44,0.10,-0.95,0.06,14.51,0.07
2002-03-01,6.77,0.03,12.78,0.08,0.89,0.11,15.20,0.06
2002-04-01,9.23,0.05,15.15,0.10,3.31,0.15,15.82,0.06
2002-05-01,12.25,0.08,18.16,0.17,6.20,0.20,16.61,0.06
2002-06-01,14.08,0.05,19.91,0.14,8.18,0.15,17.11,0.06
2002-07-01,15.35,0.08,21.20,0.07,9.41,0.10,17.49,0.06
2002-08-01,14.56,0.07,20.44,0.14,8.81,0.14,17.33,0.06
2002-09-01,12.95,0.10,18.79,0.13,7.16,0.08,16.80,0.07
2002-10-01,9.99,0.08,15.60,0.17,4.48,0.15,15.86,0.06
2002-11-01,6.89,0.12,12.48,0.14,1.39,0.14,14.86,0.07
2002-12-01,4.04,0.06,9.36,0.12,-1.19,0.04,14.13,0.06
2003-01-01,3.98,0.07,9.56,0.12,-1.48,0.09,14.21,0.06
2003-02-01,4.08,0.10,9.75,0.09,-1.48,0.11,14.36,0.07
2003-03-01,6.05,0.06,11.97,0.08,0.21,0.13,14.97,0.06
2003-04-01,9.15,0.07,15.03,0.10,3.21,0.12,15.77,0.06
2003-05-01,12.15,0.10,18.12,0.14,6.21,0.16,16.57,0.06
2003-06-01,14.02,0.14,19.77,0.12,8.22,0.15,17.10,0.07
2003-07-01,14.98,0.18,20.76,0.12,9.22,0.15,17.42,0.08
2003-08-01,14.69,0.09,20.48,0.08,8.97,0.12,17.40,0.06
2003-09-01,12.91,0.07,18.69,0.18,7.22,0.18,16.84,0.06
2003-10-01,10.42,0.09,16.11,0.12,4.74,0.09,16.00,0.06
2003-11-01,6.73,0.07,12.20,0.13,1.35,0.12,14.84,0.06
2003-12-01,5.13,0.06,10.54,0.09,-0.18,0.09,14.44,0.06
2004-01-01,3.53,0.06,8.90,0.11,-1.65,0.10,14.10,0.06
2004-02-01,4.50,0.10,10.17,0.09,-1.18,0.07,14.49,0.07
2004-03-01,6.32,0.07,12.28,0.08,0.38,0.09,14.99,0.06
2004-04-01,9.25,0.06,15.13,0.11,3.29,0.13,15.81,0.06
2004-05-01,11.57,0.07,17.30,0.07,5.71,0.14,16.38,0.06
2004-06-01,13.89,0.10,19.66,0.13,8.04,0.15,17.01,0.06
2004-07-01,14.31,0.12,20.09,0.12,8.62,0.13,17.23,0.07
2004-08-01,14.19,0.10,20.01,0.09,8.38,0.08,17.27,0.06
2004-09-01,12.64,0.08,18.45,0.12,6.91,0.11,16.75,0.06
2004-10-01,10.13,0.09,15.84,0.12,4.51,0.09,15.89,0.06
2004-11-01,7.32,0.09,12.80,0.13,1.91,0.08,15.02,0.06
2004-12-01,4.26,0.06,9.59,0.15,-0.93,0.08,14.16,0.06
2005-01-01,3.81,0.06,9.03,0.14,-1.38,0.07,14.16,0.06
2005-02-01,3.92,0.12,9.51,0.09,-1.53,0.05,14.29,0.07
2005-03-01,6.54,0.06,12.32,0.10,0.81,0.07,15.11,0.06
2005-04-01,9.62,0.05,15.55,0.13,3.70,0.16,15.98,0.06
2005-05-01,12.23,0.09,18.00,0.13,6.39,0.17,16.63,0.06
2005-06-01,14.48,0.08,20.10,0.14,8.86,0.14,17.25,0.06
2005-07-01,15.19,0.09,20.88,0.09,9.57,0.16,17.50,0.06
2005-08-01,14.51,0.08,20.25,0.09,8.93,0.15,17.38,0.06
2005-09-01,13.22,0.08,19.11,0.11,7.41,0.15,16.90,0.06
2005-10-01,10.60,0.06,16.23,0.10,5.00,0.09,16.03,0.06
2005-11-01,7.42,0.07,12.94,0.11,1.99,0.07,15.01,0.06
