dt,land_avg,land_avg_uncer,landmax_temp,landmax_temp_uncer,landmin_temp,landmin_temp_uncer,landoceanavg_temp,landoceanavg_temp_uncer
1961-01-01,2.926,0.089,8.379999999999999,0.176,-2.383,0.129,13.664,0.064
1961-02-01,3.683,0.125,9.299,0.156,-1.895,0.145,14.058,0.067
1961-03-01,5.589,0.049,11.478,0.119,-0.2710000000000001,0.121,14.609000000000002,0.062
1961-04-01,8.631,0.116,14.497,0.162,2.817,0.153,15.444,0.068
1961-05-01,11.624,0.104,17.592000000000002,0.319,5.729,0.227,16.241,0.071
1961-06-01,13.702,0.154,19.598,0.239,7.796,0.286,16.810000000000002,0.079
1961-07-01,14.288,0.079,20.014,0.184,8.664,0.186,16.987000000000002,0.071
1961-08-01,13.849,0.142,19.606,0.179,8.229999999999999,0.259,16.917,0.072
1961-09-01,12.247,0.069,17.987000000000005,0.121,6.525,0.143,16.309,0.063
1961-10-01,9.328,0.138,15.057,0.136,3.508,0.313,15.401,0.071
1961-11-01,6.205,0.06,11.655,0.093,0.74,0.134,14.437,0.059
1961-12-01,3.5,0.039,9.016,0.105,-1.915,0.085,13.682,0.059
1962-01-01,3.003,0.075,8.657,0.094,-2.5090000000000003,0.083,13.655,0.06
1962-02-01,3.696,0.064,9.547,0.099,-2.045,0.216,14.003,0.059
1962-03-01,5.53,0.128,11.537,0.159,-0.416,0.218,14.522,0.069
1962-04-01,8.54,0.178,14.473,0.138,2.576,0.23,15.353,0.076
1962-05-01,11.128,0.062,17.040000000000006,0.152,5.195,0.131,16.041,0.068
1962-06-01,13.427,0.267,19.35,0.272,7.456,0.371,16.679000000000002,0.099
1962-07-01,14.205,0.074,20.054,0.143,8.451,0.077,16.952,0.068
1962-08-01,13.713,0.103,19.553,0.153,7.940999999999999,0.128,16.830000000000002,0.065
1962-09-01,12.018,0.255,17.845000000000006,0.159,6.313,0.313,16.246,0.094
1962-10-01,9.468,0.202,15.226,0.198,3.774,0.3229999999999999,15.429,0.084
1962-11-01,6.283,0.119,11.775,0.142,0.7969999999999999,0.207,14.421,0.067
1962-12-01,3.94,0.068,9.425,0.198,-1.4300000000000002,0.156,13.776,0.061
1963-01-01,2.901,0.08,8.671,0.143,-2.6790000000000003,0.122,13.594,0.063
1963-02-01,4.02,0.108,9.95,0.096,-1.685,0.115,14.014,0.064
1963-03-01,5.097,0.102,11.043,0.101,-0.895,0.226,14.357,0.063
1963-04-01,8.173,0.058,13.914,0.149,2.35,0.1,15.216,0.059
1963-05-01,11.045,0.102,16.819000000000006,0.252,5.234,0.295,16.05,0.069
1963-06-01,13.412,0.097,19.276,0.124,7.604,0.15,16.675,0.068
1963-07-01,14.505999999999998,0.098,20.229,0.104,8.797,0.243,17.089000000000002,0.077
1963-08-01,14.309,0.061,20.009,0.218,8.471,0.25,17.061,0.07
1963-09-01,12.555,0.126,18.306,0.182,6.724,0.347,16.48,0.075
1963-10-01,9.943,0.099,15.716,0.165,4.3260000000000005,0.109,15.587,0.074
1963-11-01,6.561,0.095,12.068,0.205,1.31,0.161,14.58,0.07
1963-12-01,3.75,0.0819999999999999,9.346,0.094,-1.666,0.071,13.817,0.068
1964-01-01,2.881,0.171,8.383999999999999,0.079,-2.5490000000000004,0.161,13.595,0.076
1964-02-01,3.028,0.116,8.791,0.078,-2.613,0.161,13.73,0.064
1964-03-01,4.865,0.076,10.97,0.123,-1.152,0.183,14.255999999999998,0.062
1964-04-01,7.922000000000001,0.077,13.794,0.125,2.152,0.145,15.062,0.063
1964-05-01,10.905,0.084,16.801000000000002,0.221,5.202000000000001,0.139,15.856,0.066
1964-06-01,13.459,0.068,19.275,0.161,7.536,0.24,16.590999999999998,0.064
1964-07-01,14.300999999999998,0.125,20.065,0.196,8.572000000000001,0.15,16.784000000000002,0.073
1964-08-01,13.678,0.178,19.386,0.241,8.049999999999999,0.305,16.634,0.078
1964-09-01,11.604,0.065,17.394000000000002,0.173,6.11,0.142,16.002,0.06
1964-10-01,8.831999999999997,0.063,14.654000000000002,0.191,3.218,0.097,15.171,0.061
1964-11-01,5.9830000000000005,0.041,11.609000000000002,0.14,0.483,0.0819999999999999,14.202,0.056
1964-12-01,3.458,0.046,8.759,0.148,-1.783,0.079,13.522,0.059
1965-01-01,2.862,0.069,8.418,0.107,-2.526,0.133,13.545,0.061
1965-02-01,3.036,0.084,8.907,0.078,-2.822,0.187,13.698,0.061
1965-03-01,5.182,0.125,11.22,0.146,-0.7350000000000001,0.224,14.285,0.068
1965-04-01,7.989999999999998,0.078,13.841,0.14,2.168,0.123,15.095,0.061
1965-05-01,11.222,0.174,17.168000000000006,0.32,5.2620000000000005,0.456,16.007,0.079
1965-06-01,13.308,0.223,19.126,0.518,7.483,0.336,16.532,0.087
1965-07-01,14.078,0.139,19.869,0.242,8.376,0.348,16.762,0.076
1965-08-01,13.807,0.086,19.583,0.097,8.184,0.102,16.803,0.065
1965-09-01,11.73,0.083,17.407,0.168,6.096,0.132,16.154,0.064
1965-10-01,9.488,0.07,15.11,0.105,3.8,0.09,15.406,0.063
1965-11-01,5.86,0.076,11.337,0.184,0.354,0.145,14.287,0.06
1965-12-01,3.766,0.099,9.235,0.109,-1.543,0.066,13.775,0.062
1966-01-01,2.49,0.059,8.049,0.069,-3.0410000000000004,0.098,13.495,0.057
1966-02-01,3.29,0.111,9.004999999999997,0.132,-2.4210000000000003,0.151,13.81,0.062
1966-03-01,5.527,0.125,11.296,0.119,-0.42,0.16,14.445,0.066
1966-04-01,8.161,0.068,13.951,0.104,2.331,0.106,15.254,0.059
1966-05-01,11.2,0.064,17.07,0.213,5.189,0.171,15.987,0.061
1966-06-01,13.587,0.161,19.378,0.251,7.723000000000001,0.175,16.692999999999998,0.076
1966-07-01,14.569,0.112,20.392,0.1,8.823,0.126,17.033,0.07
1966-08-01,13.731,0.101,19.627,0.205,8.087,0.111,16.826,0.068
1966-09-01,12.133,0.107,18.028,0.085,6.482,0.135,16.273,0.069
1966-10-01,9.153,0.073,14.777,0.081,3.555,0.112,15.315,0.061
1966-11-01,5.968999999999999,0.074,11.58,0.084,0.412,0.134,14.362,0.058
1966-12-01,3.382,0.052,8.758,0.084,-1.927,0.13,13.683,0.057
1967-01-01,2.71,0.07,8.395,0.062,-2.869,0.14,13.527,0.055
1967-02-01,2.905,0.126,8.619,0.156,-2.772,0.159,13.688,0.064
1967-03-01,5.396,0.079,11.222,0.107,-0.356,0.075,14.465,0.057
1967-04-01,8.458,0.11,14.376,0.146,2.5,0.228,15.3,0.061
1967-05-01,11.632,0.077,17.505000000000006,0.172,5.784000000000002,0.1669999999999999,16.279,0.061
1967-06-01,13.194,0.071,18.911,0.145,7.445,0.152,16.665000000000006,0.057
1967-07-01,14.331,0.1689999999999999,20.142,0.153,8.706,0.142,16.97,0.078
1967-08-01,13.821,0.107,19.593,0.242,8.171999999999999,0.245,16.84,0.064
1967-09-01,12.053999999999998,0.058,17.852,0.107,6.269,0.166,16.244,0.06
1967-10-01,9.809,0.045,15.479,0.08,4.178,0.086,15.469,0.056
1967-11-01,6.176,0.042,11.505,0.085,0.8079999999999999,0.147,14.353,0.048
1967-12-01,3.915,0.05,9.279,0.056,-1.4200000000000002,0.114,13.73,0.05
1968-01-01,2.353,0.094,7.866999999999999,0.102,-3.0620000000000003,0.075,13.389,0.054
1968-02-01,3.245,0.124,8.879999999999997,0.098,-2.319,0.0819999999999999,13.724,0.059
1968-03-01,6.117000000000001,0.069,11.907,0.126,0.2849999999999999,0.068,14.581,0.052
1968-04-01,8.455,0.143,14.427,0.115,2.596,0.281,15.261,0.064
1968-05-01,11.068,0.111,16.76,0.16,5.176,0.201,15.99,0.062
1968-06-01,13.204,0.187,18.873,0.16,7.318,0.213,16.695999999999998,0.073
1968-07-01,14.026,0.089,19.734,0.1369999999999999,8.431000000000001,0.105,16.887,0.058
1968-08-01,13.524,0.08,19.238,0.079,7.891999999999999,0.14,16.794,0.057
1968-09-01,11.62,0.19,17.348000000000006,0.223,5.942,0.152,16.155,0.076
1968-10-01,9.453,0.138,15.086,0.127,3.787,0.263,15.481,0.066
1968-11-01,5.891,0.062,11.3,0.105,0.357,0.135,14.418,0.051
1968-12-01,3.24,0.053,8.551,0.135,-2.116,0.103,13.791,0.05
1969-01-01,1.966,0.053,7.228999999999999,0.091,-3.298,0.116,13.518,0.048
1969-02-01,2.45,0.092,7.9689999999999985,0.126,-3.1910000000000003,0.151,13.747,0.052
1969-03-01,5.131,0.106,11.018,0.106,-0.8240000000000001,0.213,14.576,0.056
1969-04-01,8.575999999999999,0.125,14.286,0.201,2.69,0.237,15.518,0.062
1969-05-01,11.354,0.077,17.064,0.157,5.565,0.241,16.329,0.053
1969-06-01,13.475,0.119,19.208,0.256,7.568,0.34,16.830000000000002,0.062
1969-07-01,14.218,0.109,20.024,0.226,8.666,0.163,16.924,0.059
1969-08-01,13.804,0.08,19.628,0.16,8.123999999999999,0.224,16.945,0.056
1969-09-01,12.048,0.057,17.67,0.112,6.421,0.141,16.337,0.053
1969-10-01,9.489,0.065,14.888,0.155,4.05,0.269,15.445,0.056
1969-11-01,6.42,0.053,11.974,0.125,0.923,0.141,14.524,0.051
1969-12-01,4.21,0.086,9.587,0.103,-1.139,0.113,13.993,0.054
1970-01-01,2.8360000000000003,0.084,8.288,0.117,-2.584,0.099,13.711,0.052
1970-02-01,3.735,0.0819999999999999,9.543,0.108,-2.02,0.127,14.022,0.053
1970-03-01,5.272,0.114,11.066,0.18,-0.545,0.211,14.503,0.058
1970-04-01,8.603,0.066,14.383,0.179,2.739,0.113,15.44,0.051
1970-05-01,11.206,0.099,17.165000000000006,0.121,5.402,0.107,16.104,0.055
1970-06-01,13.513,0.086,19.368,0.203,7.599,0.189,16.672,0.056
1970-07-01,14.395,0.1,20.254,0.114,8.722999999999999,0.099,16.912,0.058
1970-08-01,13.658,0.062,19.43,0.179,8.097000000000001,0.122,16.748,0.052
1970-09-01,12.277,0.063,17.879,0.089,6.62,0.124,16.335,0.055
1970-10-01,9.348,0.042,14.96,0.089,3.787,0.103,15.42,0.051
1970-11-01,6.047000000000001,0.059,11.562,0.109,0.524,0.0819999999999999,14.418,0.05
1970-12-01,3.5210000000000004,0.05,8.941,0.094,-1.829,0.084,13.707,0.048
1971-01-01,2.967,0.101,8.530999999999999,0.122,-2.531,0.125,13.615,0.054
1971-02-01,2.867,0.17,8.578999999999999,0.145,-2.7230000000000003,0.199,13.627,0.067
1971-03-01,5.001,0.063,10.967,0.154,-0.8960000000000001,0.11,14.254,0.049
1971-04-01,8.338999999999999,0.067,14.267,0.09,2.516,0.251,15.227,0.049
1971-05-01,11.211,0.112,17.186,0.12,5.384,0.159,15.963,0.058
1971-06-01,13.099,0.104,18.992,0.227,7.436,0.126,16.539,0.059
1971-07-01,14.139,0.106,19.984,0.142,8.511000000000001,0.125,16.846,0.061
1971-08-01,13.879,0.076,19.593,0.122,8.085999999999999,0.0819999999999999,16.752,0.056
1971-09-01,12.139,0.129,17.918000000000006,0.317,6.462999999999999,0.303,16.22,0.062
1971-10-01,9.388,0.106,15.146,0.127,3.809,0.16,15.298,0.056
1971-11-01,6.295,0.076,11.842,0.112,0.931,0.131,14.399,0.052
1971-12-01,3.867,0.065,9.228,0.118,-1.439,0.126,13.66,0.051
1972-01-01,1.882,0.086,7.391999999999999,0.143,-3.5490000000000004,0.205,13.298,0.053
1972-02-01,2.609,0.105,8.219,0.113,-3.115,0.199,13.644,0.054
1972-03-01,5.287000000000001,0.05,11.169,0.087,-0.672,0.152,14.446,0.048
1972-04-01,8.337,0.067,14.148,0.123,2.498,0.11,15.291,0.051
1972-05-01,11.155,0.091,16.968,0.125,5.3610000000000015,0.196,16.095,0.058
1972-06-01,13.501,0.113,19.231,0.156,7.627000000000002,0.127,16.729000000000006,0.061
1972-07-01,14.231,0.118,20.037,0.123,8.568,0.104,16.956,0.063
1972-08-01,14.171,0.096,19.88,0.154,8.386000000000001,0.19,16.977999999999998,0.057
1972-09-01,11.901,0.126,17.529000000000003,0.2,6.166,0.217,16.27,0.061
1972-10-01,9.346,0.141,15.057,0.198,3.84,0.232,15.438,0.064
1972-11-01,5.7970000000000015,0.079,11.167,0.094,0.52,0.129,14.419,0.05
1972-12-01,3.778,0.072,9.182,0.181,-1.492,0.084,13.951,0.05
1973-01-01,3.0380000000000003,0.092,8.491999999999999,0.152,-2.3080000000000003,0.104,13.774,0.052
1973-02-01,3.898,0.161,9.496,0.135,-1.6540000000000004,0.087,14.14,0.064
1973-03-01,5.82,0.096,11.605,0.212,0.109,0.142,14.663,0.052
1973-04-01,8.937999999999997,0.103,14.51,0.108,3.107,0.106,15.528,0.055
1973-05-01,11.768999999999998,0.0819999999999999,17.417,0.158,5.926,0.1639999999999999,16.288,0.053
1973-06-01,13.824000000000002,0.085,19.497,0.126,8.155000000000001,0.122,16.795,0.052
1973-07-01,14.435,0.129,20.112,0.093,8.988999999999997,0.11,17.002,0.061
1973-08-01,13.869000000000002,0.151,19.707,0.149,8.427,0.133,16.889,0.062
1973-09-01,12.125,0.081,17.815,0.168,6.504,0.102,16.267,0.054
1973-10-01,9.609,0.064,15.182,0.111,3.913,0.095,15.419,0.053
1973-11-01,6.222,0.083,11.667,0.052,0.7879999999999999,0.202,14.380999999999998,0.05
1973-12-01,3.832,0.0819999999999999,9.292,0.111,-1.514,0.073,13.711,0.051
1974-01-01,2.261,0.096,7.463999999999999,0.109,-2.894,0.096,13.3,0.052
1974-02-01,2.582,0.127,8.118,0.093,-2.926,0.074,13.49,0.057
1974-03-01,5.19,0.114,10.966,0.134,-0.4950000000000001,0.098,14.267,0.054
1974-04-01,8.386000000000001,0.091,14.179,0.078,2.59,0.117,15.182,0.053
1974-05-01,11.198,0.087,16.932000000000002,0.121,5.4700000000000015,0.093,15.957,0.053
1974-06-01,13.382,0.131,19.235,0.099,7.591,0.085,16.616,0.063
1974-07-01,14.288,0.059,19.925,0.128,8.654,0.109,16.846,0.053
1974-08-01,14.015999999999998,0.105,19.652,0.158,8.391,0.13,16.912,0.06
1974-09-01,11.744000000000002,0.135,17.430000000000003,0.18,6.14,0.22,16.197,0.065
1974-10-01,9.098,0.059,14.884,0.079,3.423,0.112,15.274,0.051
1974-11-01,5.915,0.123,11.459,0.138,0.389,0.163,14.32,0.057
1974-12-01,3.55,0.127,8.738999999999999,0.155,-1.5219999999999998,0.126,13.656,0.057
1975-01-01,3.059,0.078,8.484,0.071,-2.257,0.121,13.621,0.051
1975-02-01,3.395,0.107,9.026,0.133,-2.096,0.095,13.857,0.053
1975-03-01,5.706,0.07,11.384,0.103,-0.15,0.098,14.538,0.048
1975-04-01,8.584,0.066,14.399,0.066,2.882,0.088,15.297,0.049
1975-05-01,11.742,0.087,17.484,0.198,5.8420000000000005,0.145,16.136,0.054
1975-06-01,13.557,0.109,19.275,0.161,7.796,0.197,16.682000000000002,0.057
1975-07-01,14.351,0.096,20.051,0.18,8.637,0.141,16.877,0.059
1975-08-01,13.514,0.219,19.248,0.244,7.891999999999999,0.107,16.665,0.079
1975-09-01,12.152,0.127,17.804000000000006,0.115,6.54,0.096,16.215999999999998,0.061
1975-10-01,9.318,0.064,14.908,0.154,3.671,0.215,15.292,0.053
1975-11-01,5.893,0.056,11.462,0.086,0.332,0.127,14.126,0.049
1975-12-01,3.667,0.086,9.079,0.088,-1.636,0.103,13.557,0.051
1976-01-01,2.884,0.068,8.398,0.079,-2.452,0.11,13.442,0.05
1976-02-01,3.031,0.069,8.509,0.104,-2.443,0.094,13.619000000000002,0.05
1976-03-01,4.517,0.06,10.305,0.0819999999999999,-1.2040000000000002,0.0819999999999999,14.124,0.049
1976-04-01,8.293999999999999,0.086,14.177,0.132,2.489,0.106,15.135,0.053
1976-05-01,10.941999999999998,0.163,16.727999999999998,0.149,5.176,0.108,15.778,0.067
1976-06-01,13.086,0.103,18.954,0.173,7.3450000000000015,0.13,16.448,0.06
1976-07-01,14.155,0.18,19.852,0.245,8.349,0.221,16.864,0.073
1976-08-01,13.511,0.17,19.163,0.234,7.645999999999999,0.222,16.671,0.072
1976-09-01,11.895,0.053,17.740000000000006,0.079,6.197,0.1,16.185,0.056
1976-10-01,8.511000000000001,0.111,14.028,0.253,3.113,0.22,15.167,0.059
1976-11-01,5.66,0.062,11.156,0.124,0.302,0.1639999999999999,14.299,0.05
1976-12-01,3.681,0.0819999999999999,9.086,0.155,-1.7080000000000002,0.16,13.841,0.05
1977-01-01,2.492,0.087,7.7639999999999985,0.197,-2.648,0.16,13.646999999999998,0.05
1977-02-01,3.471,0.12,9.135,0.088,-2.152,0.145,14.001,0.056
1977-03-01,5.702000000000001,0.11,11.581,0.123,-0.035,0.168,14.639,0.055
1977-04-01,8.85,0.064,14.751,0.092,3.0580000000000003,0.081,15.47,0.049
1977-05-01,11.78,0.133,17.594,0.163,6.009,0.227,16.285999999999998,0.061
1977-06-01,13.876,0.11,19.628,0.173,8.058,0.184,16.846,0.056
1977-07-01,14.630999999999998,0.111,20.327,0.122,8.971,0.206,17.047,0.06
1977-08-01,14.09,0.078,19.673,0.162,8.463999999999999,0.134,16.979,0.053
1977-09-01,11.861999999999998,0.065,17.535,0.073,6.35,0.111,16.312,0.054
1977-10-01,9.156,0.041,14.875,0.106,3.5860000000000003,0.09,15.387,0.049
1977-11-01,6.5440000000000005,0.062,11.962,0.101,1.259,0.07,14.544,0.048
1977-12-01,3.749,0.035,9.001,0.1,-1.385,0.139,13.741,0.045
1978-01-01,2.705,0.095,8.006,0.078,-2.52,0.078,13.587,0.054
1978-02-01,3.4560000000000004,0.1369999999999999,9.006,0.2,-2.149,0.2,13.904000000000002,0.06
1978-03-01,5.607,0.097,11.344,0.055,-0.074,0.174,14.555,0.052
1978-04-01,8.790999999999999,0.088,14.628,0.344,3.084,0.416,15.372,0.05
1978-05-01,11.414,0.139,17.131,0.236,5.723000000000001,0.314,16.101,0.061
1978-06-01,13.22,0.106,18.891,0.1639999999999999,7.715000000000002,0.213,16.601000000000006,0.057
1978-07-01,14.364,0.158,19.911,0.132,8.894,0.237,16.935,0.067
1978-08-01,13.297,0.099,18.974,0.155,7.680999999999999,0.173,16.623,0.056
1978-09-01,12.03,0.096,17.64,0.1639999999999999,6.431,0.127,16.281,0.058
1978-10-01,9.339,0.0819999999999999,14.964,0.145,3.803,0.15,15.337,0.054
1978-11-01,6.3500000000000005,0.081,11.685,0.112,1.08,0.126,14.522,0.05
1978-12-01,3.74,0.068,9.195,0.085,-1.617,0.093,13.793,0.047
1979-01-01,2.6790000000000003,0.083,8.071,0.125,-2.625,0.1,13.63,0.048
1979-02-01,2.841,0.089,8.525,0.076,-2.7590000000000003,0.147,13.768,0.047
1979-03-01,5.474,0.102,11.331,0.187,-0.129,0.272,14.565,0.051
1979-04-01,8.455,0.078,14.273,0.258,2.623,0.303,15.390999999999998,0.046
1979-05-01,11.199000000000002,0.149,17.139000000000006,0.198,5.7120000000000015,0.212,16.076,0.058
1979-06-01,13.487,0.067,19.366,0.213,7.818,0.215,16.772000000000002,0.043
1979-07-01,14.114,0.054,19.945,0.109,8.491,0.117,16.992,0.042
1979-08-01,13.833,0.087,19.623,0.16,8.266,0.181,16.977999999999998,0.046
1979-09-01,12.247,0.091,18.059,0.18,6.714,0.24,16.45,0.048
1979-10-01,9.586,0.09,15.354,0.116,4.053999999999999,0.125,15.557,0.049
1979-11-01,6.2860000000000005,0.079,11.807,0.13,0.905,0.051,14.609000000000002,0.047
1979-12-01,4.6,0.068,10.0,0.115,-0.6690000000000002,0.051,14.182,0.045
1980-01-01,2.9560000000000004,0.087,8.468,0.08,-2.4570000000000003,0.124,13.812,0.049
1980-02-01,3.652,0.099,9.26,0.129,-1.864,0.115,14.112,0.05
1980-03-01,5.367000000000001,0.103,11.239999999999998,0.16,-0.379,0.126,14.646,0.052
1980-04-01,8.934999999999997,0.106,14.821,0.129,3.109,0.175,15.578,0.052
1980-05-01,11.77,0.089,17.713,0.234,6.131,0.172,16.314,0.05
1980-06-01,13.582,0.134,19.375,0.185,7.901000000000002,0.299,16.805999999999997,0.058
1980-07-01,14.742,0.144,20.466,0.179,9.102,0.214,17.171,0.06
1980-08-01,14.189,0.221,19.814,0.117,8.562999999999999,0.089,17.049,0.077
1980-09-01,12.321,0.08,18.121,0.152,6.642,0.146,16.427,0.051
1980-10-01,9.55,0.064,15.17,0.118,4.051,0.112,15.45,0.048
1980-11-01,6.684,0.094,12.196,0.183,1.334,0.143,14.645,0.051
1980-12-01,4.016,0.059,9.431,0.165,-1.277,0.086,13.892,0.046
1981-01-01,3.785,0.121,9.267,0.193,-1.2980000000000005,0.153,13.963,0.055
1981-02-01,4.021,0.139,9.689,0.133,-1.41,0.119,14.073,0.059
1981-03-01,6.239,0.035,12.05,0.063,0.5539999999999999,0.161,14.769,0.045
1981-04-01,8.953,0.08,14.817,0.206,3.131,0.25,15.432,0.05
1981-05-01,11.565,0.084,17.471,0.33,5.901000000000002,0.345,16.198,0.049
1981-06-01,13.765,0.122,19.611,0.126,8.065,0.148,16.932000000000002,0.058
1981-07-01,14.738,0.0819999999999999,20.398,0.122,9.208,0.132,17.217,0.054
1981-08-01,14.502,0.099,20.293,0.092,8.976999999999997,0.081,17.123,0.055
1981-09-01,12.236,0.118,17.950000000000006,0.098,6.646,0.139,16.465999999999998,0.058
1981-10-01,9.394,0.059,14.979,0.096,3.765,0.066,15.453,0.05
1981-11-01,6.273,0.058,11.669,0.114,0.97,0.099,14.47,0.047
1981-12-01,4.519,0.05,10.068,0.094,-0.878,0.076,14.098,0.048
1982-01-01,2.5580000000000003,0.08,8.09,0.13,-2.777,0.097,13.587,0.053
1982-02-01,3.281,0.077,8.843,0.076,-2.075,0.07,13.852,0.053
1982-03-01,4.873,0.087,10.667,0.139,-0.722,0.1369999999999999,14.337,0.054
1982-04-01,8.465,0.093,14.388,0.223,2.89,0.433,15.33,0.054
1982-05-01,11.348,0.09,17.149,0.305,5.727,0.283,16.144000000000002,0.054
1982-06-01,13.245,0.071,19.083,0.234,7.556,0.251,16.625,0.053
1982-07-01,14.545,0.073,20.311,0.301,9.019,0.397,17.0,0.058
1982-08-01,13.796,0.067,19.534,0.166,8.465,0.217,16.867,0.054
1982-09-01,12.039,0.067,17.75,0.155,6.675,0.213,16.354,0.055
1982-10-01,9.232,0.066,14.845,0.129,3.917,0.139,15.493,0.054
1982-11-01,5.961,0.111,11.314,0.117,0.909,0.184,14.446,0.057
1982-12-01,4.327,0.11,9.637,0.077,-0.7050000000000001,0.064,14.068,0.058
1983-01-01,3.4450000000000003,0.115,8.747,0.084,-1.65,0.08,13.979,0.057
1983-02-01,3.814,0.173,9.427,0.088,-1.592,0.085,14.169,0.068
1983-03-01,5.699,0.09,11.503,0.055,0.0969999999999999,0.091,14.683,0.053
1983-04-01,8.693,0.05,14.45,0.092,3.053,0.134,15.468,0.048
1983-05-01,11.729,0.106,17.477,0.136,6.144,0.187,16.34,0.056
1983-06-01,13.478,0.124,19.217,0.147,7.819,0.17,16.785999999999998,0.061
1983-07-01,14.408,0.07,20.139,0.138,8.829,0.115,17.067999999999998,0.054
1983-08-01,14.302,0.061,20.105,0.177,8.729,0.1,17.145,0.052
1983-09-01,12.698,0.098,18.41200000000001,0.093,7.08,0.16,16.573,0.059
1983-10-01,9.478,0.096,15.097,0.088,4.011,0.155,15.498,0.058
1983-11-01,6.7650000000000015,0.091,12.334,0.151,1.4209999999999998,0.134,14.648,0.054
1983-12-01,3.829,0.054,9.25,0.127,-1.3119999999999998,0.08,13.886,0.05
1984-01-01,2.9410000000000003,0.081,8.338,0.111,-2.2350000000000003,0.085,13.701,0.052
1984-02-01,3.093,0.101,8.786,0.136,-2.452,0.1689999999999999,13.878,0.056
1984-03-01,5.671,0.084,11.541,0.1,-0.078,0.06,14.608,0.056
1984-04-01,8.431999999999999,0.163,14.335,0.23,2.608,0.209,15.37,0.068
1984-05-01,11.976,0.061,17.860000000000007,0.115,6.211,0.138,16.294999999999998,0.052
1984-06-01,13.387,0.191,19.05,0.127,7.662000000000001,0.1669999999999999,16.668000000000006,0.073
1984-07-01,14.429,0.1369999999999999,20.109,0.075,8.958,0.191,16.961000000000002,0.063
1984-08-01,13.984000000000002,0.085,19.83,0.235,8.33,0.151,16.972,0.054
1984-09-01,12.015,0.074,17.718,0.098,6.5,0.096,16.385,0.053
1984-10-01,9.378,0.0819999999999999,14.890999999999998,0.066,4.015,0.101,15.368,0.054
1984-11-01,5.811,0.106,11.243,0.166,0.602,0.088,14.32,0.055
1984-12-01,3.185,0.066,8.411,0.15,-1.88,0.109,13.604,0.05
1985-01-01,3.01,0.0819999999999999,8.385,0.122,-2.22,0.063,13.678,0.052
1985-02-01,2.704,0.085,8.322000000000001,0.117,-2.853,0.08,13.731,0.051
1985-03-01,5.4510000000000005,0.06,11.194,0.087,-0.133,0.086,14.526,0.05
1985-04-01,8.633,0.085,14.421,0.085,2.905,0.113,15.356,0.054
1985-05-01,11.425999999999998,0.066,17.203000000000007,0.117,5.756,0.119,16.136,0.05
1985-06-01,13.569,0.187,19.396,0.24,7.907999999999999,0.146,16.713,0.07
1985-07-01,13.973,0.087,19.711,0.113,8.362,0.141,16.906,0.051
1985-08-01,14.059,0.087,19.757,0.113,8.514999999999999,0.092,17.012999999999998,0.05
1985-09-01,11.98,0.08,17.634,0.138,6.482,0.135,16.357,0.054
1985-10-01,9.338,0.089,14.808,0.048,4.051,0.099,15.476,0.054
1985-11-01,5.968,0.104,11.331,0.102,0.703,0.107,14.388,0.055
1985-12-01,3.785,0.107,9.044,0.154,-1.368,0.084,13.808,0.056
1986-01-01,3.315,0.117,8.818,0.071,-2.011,0.076,13.724,0.057
1986-02-01,3.991,0.113,9.699,0.202,-1.6370000000000002,0.092,14.084,0.056
1986-03-01,5.755,0.048,11.629,0.077,0.015,0.055,14.608,0.049
1986-04-01,8.870999999999997,0.086,14.772,0.206,3.105,0.062,15.452,0.054
1986-05-01,11.581,0.066,17.393,0.108,5.888999999999999,0.178,16.163,0.049
1986-06-01,13.439,0.06,19.211,0.191,7.7200000000000015,0.192,16.695999999999998,0.05
1986-07-01,14.293,0.06,19.987,0.1,8.738999999999999,0.115,16.991,0.05
1986-08-01,13.972,0.059,19.874,0.099,8.433,0.141,16.938,0.05
1986-09-01,11.816999999999998,0.143,17.713,0.106,6.395,0.274,16.285,0.063
1986-10-01,9.299,0.096,14.803,0.148,3.881,0.157,15.455,0.054
1986-11-01,5.9190000000000005,0.1,11.232,0.063,0.7020000000000001,0.092,14.407,0.055
1986-12-01,3.751,0.072,9.071,0.075,-1.399,0.105,13.805,0.052
1987-01-01,3.139,0.115,8.700999999999999,0.0819999999999999,-2.3440000000000003,0.109,13.758,0.058
1987-02-01,4.134,0.091,9.792,0.105,-1.366,0.092,14.161,0.053
1987-03-01,5.245,0.076,11.203,0.074,-0.467,0.084,14.538,0.051
1987-04-01,8.594999999999999,0.078,14.69,0.083,2.835,0.22,15.447,0.052
1987-05-01,11.525,0.065,17.315,0.13,5.797999999999999,0.136,16.252,0.051
1987-06-01,13.927,0.068,19.661,0.146,8.105,0.126,16.900000000000002,0.051
1987-07-01,14.89,0.144,20.667,0.105,9.326,0.196,17.296,0.063
1987-08-01,13.896,0.127,19.632,0.147,8.319999999999999,0.227,17.061,0.06
1987-09-01,12.447,0.075,18.22600000000001,0.13,6.877999999999999,0.218,16.569000000000003,0.053
1987-10-01,9.59,0.077,15.136,0.081,4.093999999999999,0.089,15.621,0.051
1987-11-01,6.056,0.052,11.518,0.161,0.71,0.131,14.561,0.049
1987-12-01,4.489,0.054,9.857,0.085,-0.7120000000000001,0.107,14.13,0.048
1988-01-01,3.454,0.07,8.863999999999997,0.12,-1.798,0.09,13.978,0.052
