index,Date,AverageTemperature,AverageTemperatureUncertainty
2021,9/1/1954,4.409,0.318
2022,10/1/1954,-2.722,0.336
2023,11/1/1954,-10.391,0.401
2024,12/1/1954,-24.433,0.483
2025,1/1/1955,-16.031,0.252
2026,2/1/1955,-21.898,0.393
2027,3/1/1955,-14.326,0.3
2028,4/1/1955,-9.254,0.309
2029,5/1/1955,1.97,0.327
2030,6/1/1955,7.558,0.339
2031,7/1/1955,11.738,0.328
2032,8/1/1955,8.445,0.401
2033,9/1/1955,3.819,0.347
2034,10/1/1955,-6.478,0.33
2035,11/1/1955,-18.678,0.734
2036,12/1/1955,-20.705,0.447
2037,1/1/1956,-23.861,0.328
2038,2/1/1956,-21.988,0.384
2039,3/1/1956,-15.302,0.649
2040,4/1/1956,-6.38,0.376
2041,5/1/1956,3.205,0.498
2042,6/1/1956,8.471,0.276
2043,7/1/1956,11.725,0.291
2044,8/1/1956,9.129,0.429
2045,9/1/1956,3.604,0.33
2046,10/1/1956,-8.309,0.439
2047,11/1/1956,-18.38,0.407
2048,12/1/1956,-24.664,0.751
2049,1/1/1957,-14.853,0.437
2050,2/1/1957,-18.748,0.493
2051,3/1/1957,-11.8,0.528
2052,4/1/1957,-3.579,0.533
2053,5/1/1957,3.795,0.306
2054,6/1/1957,11.416,0.651
2055,7/1/1957,11.67,0.535
2056,8/1/1957,11.523,0.631
2057,9/1/1957,4.498,0.642
2058,10/1/1957,-2.487,0.459
2059,11/1/1957,-9.753,0.573
2060,12/1/1957,-22.766,0.423
2061,1/1/1958,-18.721,0.598
2062,2/1/1958,-16.604,0.505
2063,3/1/1958,-10.527,0.391
2064,4/1/1958,-4.095,0.545
2065,5/1/1958,2.668,0.37
2066,6/1/1958,10.842,0.621
2067,7/1/1958,12.299,0.472
2068,8/1/1958,10.13,0.365
2069,9/1/1958,4.071,0.252
2070,10/1/1958,-7.398,0.353
2071,11/1/1958,-13.846,0.533
2072,12/1/1958,-17.689,0.33
2073,1/1/1959,-21.907,0.388
2074,2/1/1959,-12.706,0.386
2075,3/1/1959,-20.495,0.467
2076,4/1/1959,-7.897,0.448
2077,5/1/1959,3.295,0.21
2078,6/1/1959,10.277,0.319
2079,7/1/1959,9.594,0.424
2080,8/1/1959,9.571,0.257
2081,9/1/1959,3.883,0.358
2082,10/1/1959,-5.268,0.292
2083,11/1/1959,-12.58,0.37
2084,12/1/1959,-21.421,0.574
2085,1/1/1960,-18.753,0.544
2086,2/1/1960,-13.857,0.422
2087,3/1/1960,-14.708,0.317
2088,4/1/1960,-9.244,0.274
2089,5/1/1960,4.727,0.271
2090,6/1/1960,8.455,0.375
2091,7/1/1960,11.575,0.221
2092,8/1/1960,9.203,0.375
2093,9/1/1960,2.87,0.265
2094,10/1/1960,-4.802,0.286
2095,11/1/1960,-15.292,0.268
2096,12/1/1960,-12.481,0.39
2097,1/1/1961,-15.443,0.434
2098,2/1/1961,-20.791,0.511
2099,3/1/1961,-18.195,0.281
2100,4/1/1961,-8.028,0.379
2101,5/1/1961,4.311,0.255
2102,6/1/1961,9.118,0.394
2103,7/1/1961,10.808,0.247
2104,8/1/1961,9.238,0.246
2105,9/1/1961,4.703,0.266
2106,10/1/1961,-6.789,0.336
2107,11/1/1961,-15.123,0.278
2108,12/1/1961,-24.682,0.546
2109,1/1/1962,-18.203,0.494
2110,2/1/1962,-12.963,0.355
2111,3/1/1962,-14.087,0.37
2112,4/1/1962,-6.361,0.367
2113,5/1/1962,1.442,0.268
2114,6/1/1962,9.097,0.528
2115,7/1/1962,12.72,0.312
2116,8/1/1962,10.699,0.279
2117,9/1/1962,3.023,0.38
2118,10/1/1962,-3.564,0.391
2119,11/1/1962,-12.783,0.296
2120,12/1/1962,-17.7,0.474
2121,1/1/1963,-14.667,0.51
2122,2/1/1963,-15.583,0.247
2123,3/1/1963,-14.546,0.437
2124,4/1/1963,-6.625,0.304
2125,5/1/1963,4.141,0.392
2126,6/1/1963,7.801,0.339
2127,7/1/1963,11.203,0.351
2128,8/1/1963,9.459,0.226
2129,9/1/1963,5.203,0.35
2130,10/1/1963,-5.285,0.281
2131,11/1/1963,-18.778,0.31
2132,12/1/1963,-13.675,0.309
2133,1/1/1964,-20.842,0.319
2134,2/1/1964,-19.203,0.327
2135,3/1/1964,-18.515,0.261
2136,4/1/1964,-8.893,0.281
2137,5/1/1964,-0.528,0.577
2138,6/1/1964,9.592,0.35
2139,7/1/1964,11.357,0.332
2140,8/1/1964,9.521,0.413
2141,9/1/1964,4.722,0.292
2142,10/1/1964,-3.488,0.252
2143,11/1/1964,-13.521,0.209
2144,12/1/1964,-25.426,0.288
2145,1/1/1965,-21.656,0.273
2146,2/1/1965,-22.905,0.333
2147,3/1/1965,-7.47,0.361
2148,4/1/1965,-5.312,0.388
2149,5/1/1965,0.367,0.61
2150,6/1/1965,7.856,0.425
2151,7/1/1965,10.872,0.242
2152,8/1/1965,8.81,0.257
2153,9/1/1965,5.647,0.368
2154,10/1/1965,-8.55,0.372
2155,11/1/1965,-11.419,0.255
2156,12/1/1965,-20.409,0.38
2157,1/1/1966,-21.931,0.421
2158,2/1/1966,-17.956,0.371
2159,3/1/1966,-19.111,0.404
2160,4/1/1966,-7.732,0.262
2161,5/1/1966,0.928,0.34
2162,6/1/1966,9.896,0.426
2163,7/1/1966,11.314,0.364
2164,8/1/1966,9.131,0.301
2165,9/1/1966,5.099,0.214
2166,10/1/1966,-5.993,0.292
2167,11/1/1966,-13.083,0.538
2168,12/1/1966,-20.453,0.396
2169,1/1/1967,-19.478,0.443
2170,2/1/1967,-17.85,0.265
2171,3/1/1967,-11.381,0.238
2172,4/1/1967,-4.337,0.199
2173,5/1/1967,3.191,0.526
2174,6/1/1967,10.005,0.255
2175,7/1/1967,11.369,0.506
2176,8/1/1967,10.099,0.314
2177,9/1/1967,4.594,0.309
2178,10/1/1967,-5.444,0.3
2179,11/1/1967,-11.644,0.325
2180,12/1/1967,-17.165,0.317
2181,1/1/1968,-18.902,0.606
2182,2/1/1968,-19.38,0.271
2183,3/1/1968,-11.798,0.363
2184,4/1/1968,-7.259,0.226
2185,5/1/1968,2.944,0.436
2186,6/1/1968,9.135,0.362
2187,7/1/1968,13.184,0.405
2188,8/1/1968,11.06,0.285
2189,9/1/1968,3.156,0.317
2190,10/1/1968,-5.944,0.27
2191,11/1/1968,-13.401,0.299
2192,12/1/1968,-21.78,0.481
2193,1/1/1969,-22.756,0.412
2194,2/1/1969,-18.684,0.471
2195,3/1/1969,-12.614,0.202
2196,4/1/1969,-3.726,0.272
2197,5/1/1969,4.675,0.218
2198,6/1/1969,10.885,0.373
2199,7/1/1969,10.839,0.284
2200,8/1/1969,6.918,0.271
2201,9/1/1969,5.3,0.242
2202,10/1/1969,-1.543,0.345
2203,11/1/1969,-15.57,0.265
2204,12/1/1969,-12.79,0.711
2205,1/1/1970,-23.322,0.378
2206,2/1/1970,-13.627,0.448
2207,3/1/1970,-10.684,0.578
2208,4/1/1970,-6.583,0.329
2209,5/1/1970,3.493,0.284
2210,6/1/1970,8.717,0.366
2211,7/1/1970,10.981,0.364
2212,8/1/1970,9.021,0.326
2213,9/1/1970,1.893,0.302
2214,10/1/1970,-8.812,0.353
2215,11/1/1970,-11.362,0.423
2216,12/1/1970,-19.85,0.58
2217,1/1/1971,-27.057,0.686
2218,2/1/1971,-21.224,0.38
2219,3/1/1971,-18.743,0.363
2220,4/1/1971,-8.799,0.266
2221,5/1/1971,1.086,0.344
2222,6/1/1971,9.903,0.326
2223,7/1/1971,11.501,0.307
2224,8/1/1971,9.119,0.279
2225,9/1/1971,3.827,0.239
2226,10/1/1971,-5.634,0.413
2227,11/1/1971,-14.906,0.539
2228,12/1/1971,-18.455,0.444
2229,1/1/1972,-22.837,0.632
2230,2/1/1972,-21.05,0.495
2231,3/1/1972,-20.112,0.44
2232,4/1/1972,-10.705,0.329
2233,5/1/1972,2.335,0.257
2234,6/1/1972,8.706,0.282
2235,7/1/1972,13.028,0.313
2236,8/1/1972,11.018,0.347
2237,9/1/1972,3.205,0.263
2238,10/1/1972,-3.766,0.394
2239,11/1/1972,-12.555,0.293
2240,12/1/1972,-17.336,0.431
2241,1/1/1973,-23.489,0.565
2242,2/1/1973,-17.036,0.512
2243,3/1/1973,-15.38,0.508
2244,4/1/1973,-5.766,0.36
2245,5/1/1973,2.868,0.399
2246,6/1/1973,8.885,0.23
2247,7/1/1973,10.962,0.333
2248,8/1/1973,8.75,0.34
2249,9/1/1973,4.728,0.178
2250,10/1/1973,-5.658,0.27
2251,11/1/1973,-15.582,0.586
2252,12/1/1973,-16.831,0.425
2253,1/1/1974,-21.448,0.463
2254,2/1/1974,-24.523,0.487
2255,3/1/1974,-15.281,0.288
2256,4/1/1974,-6.314,0.277
2257,5/1/1974,3.575,0.238
2258,6/1/1974,8.417,0.258
2259,7/1/1974,11.447,0.24
2260,8/1/1974,10.922,0.291
2261,9/1/1974,6.285,0.29
2262,10/1/1974,-6.975,0.349
2263,11/1/1974,-15.583,0.281
2264,12/1/1974,-22.126,0.532
2265,1/1/1975,-23.01,0.287
2266,2/1/1975,-19.101,0.227
2267,3/1/1975,-13.363,0.332
2268,4/1/1975,-7.929,0.264
2269,5/1/1975,2.478,0.318
2270,6/1/1975,8.328,0.318
2271,7/1/1975,11.903,0.415
2272,8/1/1975,9.637,0.533
2273,9/1/1975,3.504,0.395
2274,10/1/1975,-5.816,0.416
2275,11/1/1975,-18.404,0.314
2276,12/1/1975,-22.119,0.219
2277,1/1/1976,-20.085,0.241
2278,2/1/1976,-22.496,0.44
2279,3/1/1976,-14.389,0.384
2280,4/1/1976,-6.148,0.322
2281,5/1/1976,2.302,0.348
2282,6/1/1976,9.062,0.307
2283,7/1/1976,11.714,0.448
2284,8/1/1976,11.109,0.363
2285,9/1/1976,5.227,0.214
2286,10/1/1976,-5.124,0.312
2287,11/1/1976,-9.574,0.528
2288,12/1/1976,-17.853,0.691
2289,1/1/1977,-11.143,0.439
2290,2/1/1977,-12.205,0.463
2291,3/1/1977,-17.004,0.278
2292,4/1/1977,-8.877,0.4
2293,5/1/1977,2.324,0.349
2294,6/1/1977,9.843,0.241
2295,7/1/1977,12.743,0.366
2296,8/1/1977,12.782,0.219
2297,9/1/1977,5.45,0.262
2298,10/1/1977,-4.14,0.352
2299,11/1/1977,-17.425,0.307
2300,12/1/1977,-20.034,0.376
2301,1/1/1978,-13.055,0.596
2302,2/1/1978,-14.65,0.522
2303,3/1/1978,-12.088,0.506
2304,4/1/1978,-4.31,0.26
2305,5/1/1978,3.848,0.34
2306,6/1/1978,8.407,0.297
2307,7/1/1978,12.401,0.394
2308,8/1/1978,11.144,0.338
2309,9/1/1978,5.744,0.203
2310,10/1/1978,-5.838,0.377
2311,11/1/1978,-10.293,0.446
2312,12/1/1978,-15.127,0.415
2313,1/1/1979,-14.246,0.498
2314,2/1/1979,-23.917,0.412
2315,3/1/1979,-12.143,0.46
2316,4/1/1979,-4.958,0.283
2317,5/1/1979,4.793,0.4
2318,6/1/1979,9.358,0.289
2319,7/1/1979,12.441,0.285
2320,8/1/1979,11.803,0.287
2321,9/1/1979,5.385,0.195
2322,10/1/1979,-1.545,0.47
2323,11/1/1979,-7.214,0.384
2324,12/1/1979,-21.793,0.324
2325,1/1/1980,-21.237,0.319
2326,2/1/1980,-12.876,0.322
2327,3/1/1980,-11.18,0.36
2328,4/1/1980,-4.678,0.428
2329,5/1/1980,3.981,0.248
2330,6/1/1980,9.308,0.261
2331,7/1/1980,11.785,0.298
2332,8/1/1980,8.957,0.258
2333,9/1/1980,3.142,0.187
2334,10/1/1980,-3.047,0.293
2335,11/1/1980,-11.19,0.328
2336,12/1/1980,-24.484,0.389
2337,1/1/1981,-9.084,0.415
2338,2/1/1981,-15.206,0.51
2339,3/1/1981,-7.804,0.389
2340,4/1/1981,-5.51,0.384
2341,5/1/1981,6.003,0.267
2342,6/1/1981,9.487,0.455
2343,7/1/1981,10.865,0.245
2344,8/1/1981,9.258,0.297
2345,9/1/1981,3.371,0.269
2346,10/1/1981,-3.906,0.319
2347,11/1/1981,-12.39,0.402
2348,12/1/1981,-17.769,0.49
2349,1/1/1982,-21.062,0.739
2350,2/1/1982,-16.961,0.351
2351,3/1/1982,-12.692,0.302
2352,4/1/1982,-8.325,0.382
2353,5/1/1982,1.433,0.197
2354,6/1/1982,9.541,0.321
2355,7/1/1982,11.92,0.328
2356,8/1/1982,9.766,0.205
2357,9/1/1982,4.895,0.216
2358,10/1/1982,-8.257,0.254
2359,11/1/1982,-13.826,0.395
2360,12/1/1982,-15.467,0.329
2361,1/1/1983,-20.953,0.595
2362,2/1/1983,-15.87,0.534
2363,3/1/1983,-12.519,0.75
2364,4/1/1983,-4.234,0.406
2365,5/1/1983,3.479,0.362
2366,6/1/1983,10.077,0.344
2367,7/1/1983,12.128,0.295
2368,8/1/1983,8.691,0.255
2369,9/1/1983,2.199,0.2
2370,10/1/1983,-6.72,0.311
2371,11/1/1983,-10.966,0.407
2372,12/1/1983,-14.766,0.42
2373,1/1/1984,-18.665,0.327
2374,2/1/1984,-23.979,0.596
2375,3/1/1984,-10.104,0.424
2376,4/1/1984,-8.279,0.473
2377,5/1/1984,1.923,0.207
2378,6/1/1984,10.369,0.288
2379,7/1/1984,11.332,0.377
2380,8/1/1984,8.785,0.358
2381,9/1/1984,5.161,0.271
2382,10/1/1984,-4.71,0.357
2383,11/1/1984,-15.347,0.588
2384,12/1/1984,-16.926,0.462
2385,1/1/1985,-10.056,0.618
2386,2/1/1985,-20.208,0.317
2387,3/1/1985,-12.87,0.342
2388,4/1/1985,-12.352,0.404
2389,5/1/1985,1.801,0.409
2390,6/1/1985,8.224,0.413
2391,7/1/1985,11.883,0.36
2392,8/1/1985,9.431,0.306
2393,9/1/1985,3.827,0.314
2394,10/1/1985,-7.291,0.243
2395,11/1/1985,-14.773,0.44
2396,12/1/1985,-11.09,0.818
2397,1/1/1986,-17.155,0.436
2398,2/1/1986,-14.205,0.622
2399,3/1/1986,-15.477,0.387
2400,4/1/1986,-9.982,0.358
2401,5/1/1986,2.194,0.433
2402,6/1/1986,9.982,0.359
2403,7/1/1986,11.983,0.257
2404,8/1/1986,8.553,0.355
2405,9/1/1986,4.949,0.318
2406,10/1/1986,-4.699,0.219
2407,11/1/1986,-13.814,0.365
2408,12/1/1986,-11.969,0.414
2409,1/1/1987,-15.48,0.283
2410,2/1/1987,-15.654,0.399
2411,3/1/1987,-12.462,0.495
2412,4/1/1987,-6.961,0.259
2413,5/1/1987,3.175,0.271
2414,6/1/1987,9.447,0.346
2415,7/1/1987,12.294,0.367
2416,8/1/1987,10.603,0.324
2417,9/1/1987,3.436,0.204
2418,10/1/1987,-1.844,0.29
2419,11/1/1987,-12.961,0.476
2420,12/1/1987,-17.674,0.31
2421,1/1/1988,-15.896,0.507
2422,2/1/1988,-15.013,0.378
2423,3/1/1988,-12.142,0.373
2424,4/1/1988,-5.02,0.345
2425,5/1/1988,4.208,0.312
2426,6/1/1988,10.031,0.293
2427,7/1/1988,12.728,0.241
2428,8/1/1988,9.817,0.242
2429,9/1/1988,4.057,0.246
2430,10/1/1988,-7.361,0.53
2431,11/1/1988,-16.829,0.36
2432,12/1/1988,-14.846,0.453
2433,1/1/1989,-26.682,0.301
2434,2/1/1989,-11.07,0.451
2435,3/1/1989,-13.622,0.359
2436,4/1/1989,-3.313,0.33
2437,5/1/1989,2.623,0.315
2438,6/1/1989,9.711,0.343
2439,7/1/1989,12.638,0.351
2440,8/1/1989,11.488,0.322
2441,9/1/1989,5.996,0.251
2442,10/1/1989,-4.417,0.336
2443,11/1/1989,-17.597,0.526
2444,12/1/1989,-14.232,0.304
2445,1/1/1990,-21.258,0.47
2446,2/1/1990,-26.21,0.33
2447,3/1/1990,-11.146,0.358
2448,4/1/1990,-2.617,0.341
2449,5/1/1990,5.629,0.262
2450,6/1/1990,10.37,0.285
2451,7/1/1990,13.117,0.256
2452,8/1/1990,11.144,0.232
2453,9/1/1990,4.139,0.31
2454,10/1/1990,-5.282,0.267
2455,11/1/1990,-17.018,0.611
2456,12/1/1990,-19.038,0.537
2457,1/1/1991,-18.109,0.303
2458,2/1/1991,-17.606,0.319
2459,3/1/1991,-13.198,0.38
2460,4/1/1991,-4.217,0.371
2461,5/1/1991,4.807,0.217
2462,6/1/1991,10.87,0.252
2463,7/1/1991,11.279,0.222
2464,8/1/1991,9.109,0.271
2465,9/1/1991,5.976,0.244
2466,10/1/1991,-3.928,0.228
2467,11/1/1991,-14.46,0.46
2468,12/1/1991,-18.516,0.388
2469,1/1/1992,-16.786,0.458
2470,2/1/1992,-19.657,0.291
2471,3/1/1992,-12.512,0.256
2472,4/1/1992,-6.698,0.435
2473,5/1/1992,0.643,0.303
2474,6/1/1992,10.332,0.264
2475,7/1/1992,12.586,0.317
2476,8/1/1992,9.672,0.301
2477,9/1/1992,-0.631,0.378
2478,10/1/1992,-7.273,0.179
2479,11/1/1992,-12.235,0.382
2480,12/1/1992,-18.693,0.418
2481,1/1/1993,-18.75,0.5
2482,2/1/1993,-14.116,0.399
2483,3/1/1993,-10.555,0.391
2484,4/1/1993,-2.241,0.369
2485,5/1/1993,5.104,0.296
2486,6/1/1993,10.749,0.257
2487,7/1/1993,13.864,0.246
2488,8/1/1993,9.815,0.155
2489,9/1/1993,3.822,0.292
2490,10/1/1993,-2.285,0.264
2491,11/1/1993,-11.192,0.366
2492,12/1/1993,-13.786,0.251
2493,1/1/1994,-16.682,0.412
2494,2/1/1994,-17.546,0.264
2495,3/1/1994,-15.009,0.258
2496,4/1/1994,-5.261,0.479
2497,5/1/1994,4.317,0.239
2498,6/1/1994,9.387,0.31
2499,7/1/1994,12.563,0.282
2500,8/1/1994,10.92,0.223
2501,9/1/1994,3.79,0.245
2502,10/1/1994,-6.168,0.181
2503,11/1/1994,-16.048,0.378
2504,12/1/1994,-18.987,0.282
2505,1/1/1995,-17.511,0.399
2506,2/1/1995,-15.378,0.357
2507,3/1/1995,-15.943,0.284
2508,4/1/1995,-2.486,0.336
2509,5/1/1995,5.794,0.283
2510,6/1/1995,9.792,0.351
2511,7/1/1995,12.254,0.229
2512,8/1/1995,9.698,0.241
2513,9/1/1995,7.346,0.251
2514,10/1/1995,-3.957,0.269
2515,11/1/1995,-14.797,0.271
2516,12/1/1995,-17.523,0.315
2517,1/1/1996,-21.386,0.363
2518,2/1/1996,-17.518,0.311
2519,3/1/1996,-9.817,0.352
2520,4/1/1996,-6.04,0.376
2521,5/1/1996,4.484,0.304
2522,6/1/1996,9.722,0.251
2523,7/1/1996,12.054,0.257
2524,8/1/1996,8.338,0.26
2525,9/1/1996,2.61,0.318
2526,10/1/1996,-9.201,0.248
2527,11/1/1996,-12.962,0.389
2528,12/1/1996,-19.234,0.327
2529,1/1/1997,-20.185,0.427
2530,2/1/1997,-11.863,0.451
2531,3/1/1997,-15.362,0.29
2532,4/1/1997,-3.786,0.29
2533,5/1/1997,4.736,0.305
2534,6/1/1997,11.108,0.254
2535,7/1/1997,13.005,0.292
2536,8/1/1997,11.155,0.221
2537,9/1/1997,6.66,0.275
2538,10/1/1997,-7.412,0.401
2539,11/1/1997,-9.542,0.28
2540,12/1/1997,-18.112,0.291
2541,1/1/1998,-20.216,0.383
2542,2/1/1998,-14.544,0.312
2543,3/1/1998,-8.388,0.279
2544,4/1/1998,-1.7,0.449
2545,5/1/1998,3.885,0.36
2546,6/1/1998,9.96,0.333
2547,7/1/1998,12.898,0.264
2548,8/1/1998,8.748,0.289
2549,9/1/1998,5.141,0.338
2550,10/1/1998,-3.365,0.279
2551,11/1/1998,-11.365,0.301
2552,12/1/1998,-17.81,0.29
2553,1/1/1999,-22.132,0.234
2554,2/1/1999,-21.913,0.363
2555,3/1/1999,-14.733,0.282
2556,4/1/1999,-6.091,0.325
2557,5/1/1999,2.721,0.485
2558,6/1/1999,10.401,0.274
2559,7/1/1999,11.814,0.318
2560,8/1/1999,10.546,0.299
2561,9/1/1999,5.278,0.323
2562,10/1/1999,-6.197,0.303
2563,11/1/1999,-15.347,0.287
2564,12/1/1999,-21.881,0.383
2565,1/1/2000,-20.109,0.439
2566,2/1/2000,-11.213,0.397
2567,3/1/2000,-10.425,0.272
2568,4/1/2000,-5.627,0.31
2569,5/1/2000,1.356,0.436
2570,6/1/2000,10.658,0.273
2571,7/1/2000,11.046,0.351
2572,8/1/2000,8.411,0.423
2573,9/1/2000,3.368,0.261
2574,10/1/2000,-4.978,0.255
2575,11/1/2000,-9.651,0.295
2576,12/1/2000,-12.457,0.415
2577,1/1/2001,-11.987,0.315
2578,2/1/2001,-11.634,0.343
2579,3/1/2001,-13.131,0.304
2580,4/1/2001,-4.892,0.311
2581,5/1/2001,0.075,0.392
2582,6/1/2001,10.352,0.334
2583,7/1/2001,11.184,0.371
2584,8/1/2001,10.095,0.233
2585,9/1/2001,5.575,0.276
2586,10/1/2001,-6.577,0.222
2587,11/1/2001,-14.045,0.319
2588,12/1/2001,-19.749,0.363
2589,1/1/2002,-15.633,0.348
2590,2/1/2002,-15.305,0.291
2591,3/1/2002,-10.872,0.281
2592,4/1/2002,-6.725,0.28
2593,5/1/2002,4.814,0.265
2594,6/1/2002,9.904,0.272
2595,7/1/2002,11.891,0.227
2596,8/1/2002,9.433,0.283
2597,9/1/2002,5.722,0.179
2598,10/1/2002,-1.149,0.299
2599,11/1/2002,-6.597,0.237
2600,12/1/2002,-12.35,0.379
2601,1/1/2003,-15.026,0.378
2602,2/1/2003,-11.584,0.255
2603,3/1/2003,-13.459,0.26
2604,4/1/2003,-3.253,0.368
2605,5/1/2003,3.338,0.405
2606,6/1/2003,10.701,0.321
2607,7/1/2003,11.912,0.314
2608,8/1/2003,10.101,0.43
2609,9/1/2003,3.568,0.254
2610,10/1/2003,-1.069,0.278
2611,11/1/2003,-11.356,0.356
2612,12/1/2003,-17.527,0.27
2613,1/1/2004,-20.403,0.416
2614,2/1/2004,-14.895,0.326
2615,3/1/2004,-14.198,0.249
2616,4/1/2004,-3.055,0.282
2617,5/1/2004,5.857,0.333
2618,6/1/2004,12.868,0.33
2619,7/1/2004,14.112,0.225
2620,8/1/2004,12.875,0.317
2621,9/1/2004,2.749,0.225
2622,10/1/2004,-2.53,0.271
2623,11/1/2004,-10.632,0.232
2624,12/1/2004,-15.587,0.396
2625,1/1/2005,-16.645,0.364
2626,2/1/2005,-15.651,0.348
2627,3/1/2005,-9.484,0.229
2628,4/1/2005,-5.326,0.277
2629,5/1/2005,6.268,0.364
2630,6/1/2005,11.393,0.231
2631,7/1/2005,12.364,0.229
2632,8/1/2005,11.404,0.251
2633,9/1/2005,5.7,0.23
2634,10/1/2005,-3.624,0.179
2635,11/1/2005,-17.001,0.452
2636,12/1/2005,-13.085,0.346
2637,1/1/2006,-22.745,0.532
2638,2/1/2006,-12.888,0.314
2639,3/1/2006,-15.281,0.291
2640,4/1/2006,-7.484,0.385
2641,5/1/2006,4.277,0.325
2642,6/1/2006,9.578,0.208
2643,7/1/2006,11.822,0.263
2644,8/1/2006,9.07,0.242
2645,9/1/2006,6.634,0.239
2646,10/1/2006,-1.213,0.172
2647,11/1/2006,-15.848,0.33
2648,12/1/2006,-15.314,0.358
2649,1/1/2007,-17.576,0.323
2650,2/1/2007,-16.389,0.325
2651,3/1/2007,-19.423,0.225
2652,4/1/2007,-2.38,0.275
2653,5/1/2007,3.793,0.294
2654,6/1/2007,10.701,0.262
2655,7/1/2007,13.289,0.265
2656,8/1/2007,11.905,0.226
2657,9/1/2007,6.093,0.319
2658,10/1/2007,-4.724,0.177
2659,11/1/2007,-8.667,0.259
2660,12/1/2007,-15.651,0.206
2661,1/1/2008,-20.132,0.393
2662,2/1/2008,-18.914,0.212
2663,3/1/2008,-12.91,0.284
2664,4/1/2008,-5.653,0.32
2665,5/1/2008,3.681,0.258
2666,6/1/2008,9.456,0.221
2667,7/1/2008,10.936,0.272
2668,8/1/2008,8.961,0.351
2669,9/1/2008,4.744,0.251
2670,10/1/2008,-7.982,0.197
2671,11/1/2008,-13.957,0.263
2672,12/1/2008,-16.599,0.256
2673,1/1/2009,-20.473,0.264
2674,2/1/2009,-17.005,0.294
2675,3/1/2009,-15.681,0.256
2676,4/1/2009,-5.461,0.377
2677,5/1/2009,4.456,0.374
2678,6/1/2009,9.873,0.284
2679,7/1/2009,13.637,0.291
2680,8/1/2009,9.415,0.325
2681,9/1/2009,5.089,0.258
2682,10/1/2009,-1.853,0.185
2683,11/1/2009,-15.56,0.226
2684,12/1/2009,-14.191,0.196
2685,1/1/2010,-19.603,0.427
2686,2/1/2010,-13.901,0.362
2687,3/1/2010,-13.95,0.358
2688,4/1/2010,-3.625,0.224
2689,5/1/2010,4.989,0.314
2690,6/1/2010,9.958,0.331
2691,7/1/2010,11.441,0.349
2692,8/1/2010,10.99,0.43
2693,9/1/2010,5.976,0.241
2694,10/1/2010,-3.31,0.255
2695,11/1/2010,-9.477,0.301
2696,12/1/2010,-20.947,0.355
2697,1/1/2011,-16.354,0.305
2698,2/1/2011,-16.191,0.252
2699,3/1/2011,-12.568,0.254
2700,4/1/2011,-6.14,0.285
2701,5/1/2011,4.703,0.313
2702,6/1/2011,9.891,0.289
2703,7/1/2011,11.393,0.302
2704,8/1/2011,9.491,0.211
2705,9/1/2011,5.66,0.25
2706,10/1/2011,-2.897,0.196
2707,11/1/2011,-17.516,0.31
2708,12/1/2011,-14.993,0.322
2709,1/1/2012,-27.039,0.44
2710,2/1/2012,-13.484,0.341
2711,3/1/2012,-17.382,0.311
2712,4/1/2012,-3.599,0.394
2713,5/1/2012,2.641,0.299
2714,6/1/2012,10.354,0.415
2715,7/1/2012,11.426,0.45
2716,8/1/2012,10.058,0.5
2717,9/1/2012,4.521,0.36
2718,10/1/2012,-4.359,0.348
2719,11/1/2012,-16.039,0.466
2720,12/1/2012,-20.466,0.445
2721,1/1/2013,-15.329,0.495
2722,2/1/2013,-16.714,0.461
2723,3/1/2013,-13.312,0.46
2724,4/1/2013,-9.208,0.392
2725,5/1/2013,1.695,0.392
2726,6/1/2013,12.277,0.447
2727,7/1/2013,13.009,0.323
2728,8/1/2013,11.099,0.376
2729,1/1/1900,7.265,0.665
2730,2/1/1900,7.527,0.558
2731,3/1/1900,12.735,0.285
2732,4/1/1900,11.775,0.445
2733,5/1/1900,19.945,0.373
2734,6/1/1900,24.861,0.426
2735,7/1/1900,27.292,0.474
2736,8/1/1900,24.578,0.502
2737,9/1/1900,20.607,0.417
2738,10/1/1900,15.795,0.644
2739,11/1/1900,10.766,0.445
2740,12/1/1900,5.769,0.617
2741,1/1/1901,5.294,0.452
2742,2/1/1901,7.249,0.504
2743,3/1/1901,9.807,0.265
2744,4/1/1901,13.151,0.501
2745,5/1/1901,18.826,0.425
2746,6/1/1901,22.766,0.372
2747,7/1/1901,27.881,0.569
2748,8/1/1901,26.544,0.582
2749,9/1/1901,21.897,0.698
2750,10/1/1901,16.625,0.419
2751,11/1/1901,11.406,0.416
2752,12/1/1901,5.562,0.682
2753,1/1/1902,5.28,0.631
2754,2/1/1902,7.525,0.401
2755,3/1/1902,8.044,0.241
2756,4/1/1902,15.279,0.378
2757,5/1/1902,18.6,0.38
2758,6/1/1902,25.044,0.556
2759,7/1/1902,25.577,0.528
2760,8/1/1902,25.68,0.566
2761,9/1/1902,22.38,0.454
2762,10/1/1902,16.623,0.289
2763,11/1/1902,8.707,0.484
2764,12/1/1902,4.715,0.599
2765,1/1/1903,5.144,0.676
2766,2/1/1903,3.415,0.568
2767,3/1/1903,9.836,0.364
2768,4/1/1903,13.565,0.395
2769,5/1/1903,18.14,0.306
2770,6/1/1903,23.574,0.771
2771,7/1/1903,26.474,0.739
2772,8/1/1903,26.532,0.56
2773,9/1/1903,21.607,0.546
